category,io_file,status,procedures_added,procedures_removed,read_sequence_changed,write_sequence_changed,io_sequence_changed,file_schema_changed,file_schema_lite_changed
input,atmodep.cli,common,,,N,N,N,Y,Y
input,basins_carbon.tes,common,,,N,N,N,Y,Y
input,bmpuser.str,common,,,N,N,N,Y,N
input,cal_parms.cal,common,,,N,N,N,Y,N
input,calibration.cal,common,,,Y,N,Y,Y,Y
input,ch_catunit.def,common,,,N,N,N,Y,Y
input,ch_reg.def,common,,,N,N,N,Y,Y
input,ch_sed_budget.sft,common,,,N,N,N,Y,Y
input,ch_sed_parms.sft,common,,,N,N,N,Y,N
input,chan-surf.lin,common,,,N,N,N,Y,N
input,chandeg.con,common,,,N,N,N,Y,Y
input,channel-lte.cha,common,,,N,N,N,Y,N
input,channel.cha,common,,,N,N,N,Y,N
input,channel.con,common,,,N,N,N,Y,Y
input,chem_app.ops,common,,,N,N,N,Y,N
input,cntable.lum,common,,,N,N,N,Y,Y
input,co2_yr.dat,common,,,N,N,N,Y,Y
input,codes.bsn,common,,,N,N,N,Y,Y
input,codes.sft,common,,,N,N,N,Y,N
input,cons_practice.lum,common,,,N,N,N,Y,N
input,constituents.cs,common,,,N,N,N,Y,Y
input,cs_aqu.ini,common,,,N,N,N,Y,Y
input,cs_atmo.cli,common,,,N,N,N,Y,N
input,cs_channel.ini,common,,,N,N,N,Y,Y
input,cs_hru.ini,common,,,N,N,N,Y,Y
input,cs_irrigation,common,,,N,N,N,Y,Y
input,cs_plants_boron,common,,,N,N,N,Y,Y
input,cs_reactions,common,,,N,N,N,Y,Y
input,cs_recall.rec,common,,,N,N,N,Y,N
input,cs_res,common,,,N,N,N,Y,N
input,cs_streamobs,common,,,N,N,N,Y,Y
input,cs_uptake,common,,,N,N,N,Y,Y
input,cs_urban,common,,,N,N,N,Y,Y
input,delratio.con,common,,,N,N,N,Y,Y
input,delratio.del,common,,dr_read,Y,N,Y,Y,Y
input,dr_hmet.del,common,,,N,N,N,Y,Y
input,dr_om.del,common,,,N,N,N,Y,Y
input,dr_path.del,common,,,N,N,N,Y,Y
input,dr_pest.del,common,,,N,N,N,Y,Y
input,dr_salt.del,common,,,N,N,N,Y,Y
input,element.ccu,common,,,N,N,N,Y,N
input,exco.con,common,,,N,N,N,Y,Y
input,exco.exc,common,,exco_read,Y,N,Y,Y,Y
input,exco_hmet.exc,common,,,N,N,N,Y,Y
input,exco_om.exc,common,,,Y,N,Y,Y,Y
input,exco_path.exc,common,,,N,N,N,Y,Y
input,exco_pest.exc,common,,,N,N,N,Y,Y
input,exco_salt.exc,common,,,N,N,N,Y,Y
input,fertilizer.frt,common,,,N,N,N,Y,N
input,fertilizer.frt_cs,common,,,N,N,N,Y,N
input,field.fld,common,,,N,N,N,Y,N
input,file.cio,common,,,Y,N,Y,Y,Y
input,filterstrip.str,common,,,N,N,N,Y,N
input,fire.ops,common,,,N,N,N,Y,N
input,flo_con.dtl,common,,,N,N,N,Y,Y
input,grassedww.str,common,,,N,N,N,Y,N
input,graze.ops,common,,,N,N,N,Y,N
input,gwflow.canals,common,,,N,N,N,Y,N
input,gwflow.cellhru,common,,,N,N,N,Y,N
input,gwflow.chancells,common,,,Y,N,Y,Y,Y
input,gwflow.floodplain,common,,,N,N,N,Y,Y
input,gwflow.hru_pump_observe,common,,,N,N,N,Y,Y
input,gwflow.hrucell,common,,,N,N,N,Y,Y
input,gwflow.huc12cell,common,,,N,N,N,Y,N
input,gwflow.input,common,,,Y,N,Y,Y,Y
input,gwflow.lsucell,common,,,N,N,N,Y,Y
input,gwflow.pumpex,common,,,Y,N,Y,Y,Y
input,gwflow.rescells,common,,,N,N,N,Y,N
input,gwflow.solutes,common,,,N,N,N,Y,Y
input,gwflow.streamobs,common,,,N,N,N,Y,Y
input,gwflow.tiles,common,,,N,N,N,Y,Y
input,gwflow.wetland,common,,,N,N,N,Y,Y
input,harv.ops,common,,,N,N,N,Y,N
input,hmd(i)%filename,common,,,N,N,N,Y,Y
input,hmd.cli,common,,,N,N,N,Y,N
input,hmet_hru.ini,common,,,N,N,N,Y,Y
input,hru-data.hru,common,,,N,N,N,Y,Y
input,hru-lte.con,common,,,N,N,N,Y,Y
input,hru-lte.hru,common,,,N,N,N,Y,N
input,hru.con,common,,,Y,N,Y,Y,Y
input,hyd-sed-lte.cha,common,,,N,N,N,Y,Y
input,hydrology.cha,common,,,N,N,N,Y,N
input,hydrology.hyd,common,,,N,N,N,Y,N
input,hydrology.res,common,,,Y,N,Y,Y,Y
input,hydrology.wet,common,,,Y,N,Y,Y,Y
input,initial.aqu,common,,,N,N,N,Y,N
input,initial.aqu_cs,common,,,N,N,N,Y,N
input,initial.cha,common,,,N,N,N,Y,N
input,initial.cha_cs,common,,,N,N,N,Y,N
input,initial.res,common,,,N,N,N,Y,N
input,irr.ops,common,,,N,N,N,Y,N
input,landuse.lum,common,,,N,N,N,Y,N
input,ls_reg.def,common,,,N,N,N,Y,Y
input,ls_reg.ele,common,,,N,N,N,Y,N
input,ls_unit.def,common,,,N,N,N,Y,Y
input,ls_unit.ele,common,,,N,N,N,Y,N
input,lsu_elem_upd,common,,,N,N,N,Y,N
input,lum.dtl,common,,,N,N,N,Y,Y
input,management.sch,common,,,N,N,N,N,N
input,manure_allo.mnu,common,,,Y,N,Y,Y,Y
input,nutrients.cha,common,,,N,N,N,Y,N
input,nutrients.res,common,,,N,N,N,Y,Y
input,nutrients.rte,common,,,N,N,N,Y,N
input,nutrients.sol,common,,,N,N,N,Y,N
input,object.cnt,common,,,N,N,N,Y,N
input,object.prt,common,,,N,N,N,Y,Y
input,om_water.ini,common,,,N,N,N,Y,Y
input,outlet.con,common,,,N,N,N,Y,Y
input,ovn_table.lum,common,,,N,N,N,Y,N
input,parameters.bsn,common,,,N,N,N,Y,N
input,path_hru.ini,common,,,Y,N,Y,Y,Y
input,path_water.ini,common,,,Y,N,Y,Y,Y
input,pathogens.pth,common,,,N,N,N,Y,Y
input,pcp(i)%filename,common,,,N,N,N,Y,Y
input,pcp.cli,common,,,N,N,N,Y,N
input,pest.com,common,,,N,N,N,Y,N
input,pest_hru.ini,common,,,N,N,N,Y,Y
input,pest_metabolite.pes,common,,,N,N,N,Y,N
input,pest_water.ini,common,,,Y,N,Y,Y,Y
input,pesticide.pes,common,,,N,N,N,Y,N
input,pet.cli,common,,,Y,N,Y,Y,Y
input,petm(i)%filename,common,,,N,N,N,Y,Y
input,plant.ini,common,,,N,N,N,N,N
input,plant_gro.sft,common,,,N,N,N,Y,Y
input,plant_parms.sft,common,,,N,N,N,Y,Y
input,plants.plt,common,,,Y,N,Y,Y,Y
input,print.prt,common,,,Y,N,Y,Y,Y
input,puddle.ops,common,,,N,N,N,Y,N
input,rec_catunit.def,common,,,N,N,N,Y,Y
input,rec_catunit.ele,common,,,N,N,N,Y,N
input,rec_cs(i)%filename,common,,,N,N,N,Y,N
input,rec_pest(i)%filename,common,,,N,N,N,Y,Y
input,rec_reg.def,common,,,N,N,N,Y,Y
input,rec_salt(i)%filename,common,,,N,N,N,Y,N
input,recall.con,common,,,N,N,N,Y,Y
input,res_catunit.def,common,,,N,N,N,Y,Y
input,res_catunit.ele,common,,,N,N,N,Y,N
input,res_conds.dat,common,,,N,N,N,Y,Y
input,res_reg.def,common,,,N,N,N,Y,Y
input,res_rel.dtl,common,,,N,N,N,Y,Y
input,reservoir.con,common,,,N,N,N,Y,Y
input,reservoir.res,common,,,N,N,N,Y,N
input,reservoir.res_cs,common,,,N,N,N,Y,N
input,rout_unit.con,common,,,N,N,N,Y,Y
input,rout_unit.def,common,,,N,N,N,Y,Y
input,rout_unit.ele,common,,,N,N,N,Y,N
input,rout_unit.rtu,common,,,N,N,N,Y,Y
input,ru_elem_upd,common,,,N,N,N,Y,N
input,salt_aqu.ini,common,,,N,N,N,Y,Y
input,salt_atmo.cli,common,,,N,N,N,Y,N
input,salt_channel.ini,common,,,N,N,N,Y,Y
input,salt_fertilizer.frt,common,,,N,N,N,Y,N
input,salt_hru.ini,common,,salt_hru_aqu_read,N,N,N,Y,Y
input,salt_irrigation,common,,,N,N,N,Y,Y
input,salt_plants,common,,,N,N,N,Y,Y
input,salt_recall.rec,common,,,N,N,N,Y,N
input,salt_res,common,,res_read_salt,N,N,N,Y,Y
input,salt_road,common,,,N,N,N,Y,N
input,salt_uptake,common,,,N,N,N,Y,Y
input,salt_urban,common,,,N,N,N,Y,Y
input,scen_dtl.upd,common,,,N,N,N,Y,N
input,scen_lu.dtl,common,,,N,N,N,Y,Y
input,sediment.cha,common,,,N,N,N,Y,Y
input,sediment.res,common,,,N,N,N,Y,N
input,septic.sep,common,,,N,N,N,Y,N
input,septic.str,common,,,N,N,N,Y,N
input,slr(i)%filename,common,,,N,N,N,Y,Y
input,slr.cli,common,,,N,N,N,Y,N
input,snow.sno,common,,,N,N,N,Y,N
input,soil_plant.ini,common,,,Y,N,Y,Y,Y
input,soils.sol,common,,,N,N,N,N,N
input,soils_lte.sol,common,,,N,N,N,Y,N
input,sweep.ops,common,,,N,N,N,Y,N
input,temperature.cha,common,,,N,N,N,Y,N
input,tiledrain.str,common,,,N,N,N,Y,N
input,tillage.til,common,,,N,N,N,Y,N
input,time.sim,common,,,N,N,N,Y,N
input,tmp(i)%filename,common,,,N,N,N,Y,Y
input,tmp.cli,common,,,N,N,N,Y,N
input,topography.hyd,common,,,N,N,N,Y,N
input,transplant.plt,common,,,N,N,N,Y,N
input,urban.urb,common,,,N,N,N,Y,N
input,usgs_annual_head,common,,,N,N,N,Y,N
input,water_allocation.wro,common,,,Y,N,Y,Y,Y
input,water_balance.sft,common,,,N,N,N,Y,Y
input,wb_parms.sft,common,,,N,N,N,Y,N
input,weather-sta.cli,common,,,N,N,N,Y,Y
input,weather-wgn.cli,common,,,N,N,N,Y,Y
input,weir.res,common,,,N,N,N,Y,N
input,wetland.wet,common,,,N,N,N,Y,N
input,wetland.wet_cs,common,,,N,N,N,Y,N
input,wnd(i)%filename,common,,,N,N,N,Y,Y
input,wnd.cli,common,,,N,N,N,Y,N
input_output,gwflow.con,common,,,Y,Y,Y,Y,Y
output,SWIFT/aqu_dr.swf,common,,,N,Y,Y,N,N
output,SWIFT/chan_dat.swf,common,,,N,Y,Y,N,N
output,SWIFT/chan_dr.swf,common,,,N,Y,Y,N,N
output,SWIFT/file_cio.swf,common,,,N,Y,Y,N,N
output,SWIFT/hru_dat.swf,common,,,N,Y,Y,N,N
output,SWIFT/hru_exco.swf,common,,,N,Y,Y,N,N
output,SWIFT/hru_wet.swf,common,,,N,Y,Y,N,N
output,SWIFT/precip.swf,common,,,N,Y,Y,N,N
output,SWIFT/res_dat.swf,common,,,N,Y,Y,N,N
output,SWIFT/res_dr.swf,common,,,N,Y,Y,N,N
output,cs_streamobs_output,common,,,N,N,N,Y,Y
output,gwflow_balance_aa_,common,,,N,Y,Y,N,N
output,gwflow_balance_gw_aa,common,,,N,Y,Y,Y,Y
output,gwflow_balance_gw_day,common,,,N,Y,Y,Y,Y
output,gwflow_balance_gw_yr,common,,,N,Y,Y,Y,Y
output,gwflow_balance_huc12,common,,,N,Y,Y,Y,Y
output,gwflow_flux_canl,common,,,N,Y,Y,Y,Y
output,gwflow_flux_floodplain,common,,,N,Y,Y,Y,Y
output,gwflow_flux_gwet,common,,,N,Y,Y,Y,Y
output,gwflow_flux_gwsw,common,,,N,Y,Y,Y,Y
output,gwflow_flux_ppag,common,,,N,Y,Y,Y,Y
output,gwflow_flux_pumping_deficient,common,,,N,Y,Y,Y,Y
output,gwflow_flux_pumping_hru_mo,common,,,N,Y,Y,Y,Y
output,gwflow_flux_pumping_hru_obs,common,,,N,Y,Y,Y,Y
output,gwflow_flux_pumping_hru_yr,common,,,N,Y,Y,Y,Y
output,gwflow_flux_reaction,common,,,N,N,N,N,N
output,gwflow_flux_rech,common,,,N,Y,Y,Y,Y
output,gwflow_flux_resv,common,,,N,Y,Y,Y,Y
output,gwflow_flux_satx,common,,,N,Y,Y,Y,Y
output,gwflow_flux_soil,common,,,N,Y,Y,Y,Y
output,gwflow_flux_tile,common,,,N,Y,Y,Y,Y
output,gwflow_flux_wetland,common,,,N,Y,Y,Y,Y
output,gwflow_mass_canl,common,,,N,Y,Y,Y,Y
output,gwflow_mass_fpln,common,,,N,Y,Y,Y,Y
output,gwflow_mass_gwsw,common,,,N,Y,Y,Y,Y
output,gwflow_mass_ppag,common,,,N,Y,Y,Y,Y
output,gwflow_mass_ppex,common,,,N,Y,Y,Y,Y
output,gwflow_mass_rech,common,,,N,Y,Y,Y,Y
output,gwflow_mass_resv,common,,,N,Y,Y,Y,Y
output,gwflow_mass_satx,common,,,N,Y,Y,Y,Y
output,gwflow_mass_soil,common,,,N,Y,Y,Y,Y
output,gwflow_mass_tile,common,,,N,Y,Y,Y,Y
output,gwflow_mass_wetl,common,,,N,Y,Y,Y,Y
output,gwflow_record,common,,,N,Y,Y,Y,Y
output,gwflow_state_conc,common,,,N,Y,Y,Y,Y
output,gwflow_state_conc_mo,common,,,N,Y,Y,Y,Y
output,gwflow_state_conc_yr,common,,,N,Y,Y,Y,Y
output,gwflow_state_head,common,,,N,Y,Y,Y,Y
output,gwflow_state_head_mo,common,,,N,Y,Y,Y,Y
output,gwflow_state_head_yr,common,,,N,Y,Y,Y,Y
output,gwflow_state_hydsep,common,,,N,Y,Y,Y,Y
output,gwflow_state_obs_conc,common,,,N,Y,Y,Y,Y
output,gwflow_state_obs_flow,common,,,N,Y,Y,Y,Y
output,gwflow_state_obs_head,common,,,N,Y,Y,Y,Y
output,gwflow_state_obs_head_usgs,common,,,N,Y,Y,Y,Y
output,gwflow_tile_cell_groups,common,,,N,Y,Y,Y,Y
output,hru-new.cal,common,,,N,Y,Y,Y,Y
output,hru-out.cal,common,,,N,Y,Y,Y,Y
output,hydrology-cal.hyd,common,,,N,Y,Y,Y,Y
output,looping.con,common,,,N,N,N,N,N
output,ob_out(i)%filename,common,,,N,N,N,N,N
output,plant_parms.cal,common,,,N,N,N,N,N
output,unit_*,common,basin_print_codes_read;carbon_coef_read,time_control,N,Y,Y,Y,Y
output,unit_3200,common,,,N,Y,Y,N,N
output,unit_3201,common,,,N,Y,Y,N,N
output,unit_3202,common,,,N,Y,Y,N,N
output,unit_3203,common,,,N,Y,Y,N,N
output,unit_3204,common,,,N,Y,Y,N,N
output,unit_3205,common,,,N,Y,Y,N,N
output,unit_3206,common,,,N,Y,Y,N,N
output,unit_3207,common,,,N,Y,Y,N,N
output,unit_3210,common,,,N,Y,Y,N,N
output,unit_3211,common,,,N,Y,Y,N,N
output,unit_3212,common,,,N,Y,Y,N,N
output,unit_3213,common,,,N,Y,Y,N,N
output,unit_3214,common,,,N,Y,Y,N,N
output,unit_3215,common,,,N,Y,Y,N,N
output,unit_3216,common,,,N,Y,Y,N,N
output,unit_3217,common,,,N,Y,Y,N,N
output,unit_4304,common,,,N,N,N,N,N
output,unit_4412,common,,,N,N,N,N,N
output,unit_4413,common,,,N,N,N,N,N
output,unit_4414,common,,,N,N,N,N,N
output,unit_4415,common,,,N,N,N,N,N
output,unit_4416,common,,,N,N,N,N,N
output,unit_4417,common,,,N,N,N,N,N
output,unit_4418,common,,,N,N,N,N,N
output,unit_4419,common,,,N,N,N,N,N
output,unit_4420,common,,,N,N,N,N,N
output,unit_4421,common,,,N,N,N,N,N
output,unit_4422,common,,,N,N,N,N,N
output,unit_4423,common,,,N,N,N,N,N
output,unit_4424,common,,,N,N,N,N,N
output,unit_4425,common,,,N,N,N,N,N
output,unit_4426,common,,,N,N,N,N,N
output,unit_4427,common,,,N,N,N,N,N
output,unit_4544,common,output_landscape_init,,N,Y,Y,Y,Y
output,unit_9003,common,,time_control,N,Y,Y,Y,Y
output,unit_iunit+itot,common,,,N,Y,Y,N,N
output,unit_out_lateral,common,,,N,N,N,N,N
output,unit_out_sol_sorb,common,,,N,N,N,N,N
output,unit_out_solbal_aa+s,common,,,N,Y,Y,N,N
output,unit_out_solbal_dy+s,common,,,N,Y,Y,N,N
output,unit_out_solbal_yr+s,common,,,N,Y,Y,N,N
