category,io_file,line_in_file,position_in_file,component,old_row,new_row
input,aqu_catunit.def,4,5,elem_cnt(isp),"{'Line in File': '4', 'Position in File': '5', 'Condition': 'if (nspu > 0)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'elem_cnt(isp)', 'Type': 'integer', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_regs'}","{'Line in File': '4', 'Position in File': '5', 'Condition': 'if (nspu > 0)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'elem_cnt(isp)', 'Type': 'integer', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'in_regs'}"
input,aqu_cha.lin,3,4,elem_cnt(isp),"{'Line in File': '3', 'Position in File': '4', 'Condition': 'if (nspu > 0)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'elem_cnt(isp)', 'Type': 'integer', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_link'}","{'Line in File': '3', 'Position in File': '4', 'Condition': 'if (nspu > 0)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'elem_cnt(isp)', 'Type': 'integer', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'in_link'}"
input,aquifer.con,3,14,obtyp_out,"{'Line in File': '3', 'Position in File': '14', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'obtyp_out', 'Type': 'character(len=3)', 'Dimensions': 'allocatable', 'Swat_codetype': 'ob'}","{'Line in File': '3', 'Position in File': '14', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'obtyp_out', 'Type': 'character(len=3)', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'ob'}"
input,aquifer.con,3,15,obtypno_out,"{'Line in File': '3', 'Position in File': '15', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'obtypno_out', 'Type': 'integer', 'Dimensions': 'allocatable', 'Swat_codetype': 'ob'}","{'Line in File': '3', 'Position in File': '15', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'obtypno_out', 'Type': 'integer', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'ob'}"
input,aquifer.con,3,16,htyp_out,"{'Line in File': '3', 'Position in File': '16', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'htyp_out', 'Type': 'character(len=3)', 'Dimensions': 'allocatable', 'Swat_codetype': 'ob'}","{'Line in File': '3', 'Position in File': '16', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'htyp_out', 'Type': 'character(len=3)', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'ob'}"
input,aquifer.con,3,17,frac_out,"{'Line in File': '3', 'Position in File': '17', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'frac_out', 'Type': 'real', 'Dimensions': 'allocatable', 'Swat_codetype': 'ob'}","{'Line in File': '3', 'Position in File': '17', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'frac_out', 'Type': 'real', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'ob'}"
input,atmodep.cli,10,1,nh4_rf,"{'Line in File': '10', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""mo"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'nh4_rf', 'Type': 'real', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_cli'}","{'Line in File': '10', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""mo"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'nh4_rf', 'Type': 'real', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'in_cli'}"
input,atmodep.cli,11,1,no3_rf,"{'Line in File': '11', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""mo"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'no3_rf', 'Type': 'real', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_cli'}","{'Line in File': '11', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""mo"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'no3_rf', 'Type': 'real', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'in_cli'}"
input,atmodep.cli,12,1,nh4_dry,"{'Line in File': '12', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""mo"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'nh4_dry', 'Type': 'real', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_cli'}","{'Line in File': '12', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""mo"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'nh4_dry', 'Type': 'real', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'in_cli'}"
input,atmodep.cli,13,1,no3_dry,"{'Line in File': '13', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""mo"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'no3_dry', 'Type': 'real', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_cli'}","{'Line in File': '13', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""mo"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'no3_dry', 'Type': 'real', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'in_cli'}"
input,atmodep.cli,15,1,nh4_rf,"{'Line in File': '15', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""yr"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'nh4_rf', 'Type': 'real', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_cli'}","{'Line in File': '15', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""yr"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'nh4_rf', 'Type': 'real', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'in_cli'}"
input,atmodep.cli,16,1,no3_rf,"{'Line in File': '16', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""yr"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'no3_rf', 'Type': 'real', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_cli'}","{'Line in File': '16', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""yr"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'no3_rf', 'Type': 'real', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'in_cli'}"
input,atmodep.cli,17,1,nh4_dry,"{'Line in File': '17', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""yr"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'nh4_dry', 'Type': 'real', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_cli'}","{'Line in File': '17', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""yr"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'nh4_dry', 'Type': 'real', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'in_cli'}"
input,atmodep.cli,18,1,no3_dry,"{'Line in File': '18', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""yr"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'no3_dry', 'Type': 'real', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_cli'}","{'Line in File': '18', 'Position in File': '1', 'Condition': 'if (atmodep_cont%timestep == ""yr"")', 'Local (Y/N)': 'N', 'TYPE': 'atmodep', 'Component': 'no3_dry', 'Type': 'real', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'in_cli'}"
input,basins_carbon.tes,3,1,cbn_tes,"{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'cbn_tes', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}",
input,basins_carbon.tes,3,1,er_POC_para,,"{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'er_POC_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,10,ABCO2_para_sur,,"{'Line in File': '3', 'Position in File': '10', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'ABCO2_para_sur', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,11,ABCO2_para_sub,,"{'Line in File': '3', 'Position in File': '11', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'ABCO2_para_sub', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,12,ABP_para_sur,,"{'Line in File': '3', 'Position in File': '12', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'ABP_para_sur', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,13,ABP_para_sub,,"{'Line in File': '3', 'Position in File': '13', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'ABP_para_sub', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,14,ALMCO2_para_sur,,"{'Line in File': '3', 'Position in File': '14', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'ALMCO2_para_sur', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,15,ALMCO2_para_sub,,"{'Line in File': '3', 'Position in File': '15', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'ALMCO2_para_sub', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,16,ALSLNCO2_para_sur,,"{'Line in File': '3', 'Position in File': '16', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'ALSLNCO2_para_sur', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,17,ALSLNCO2_para_sub,,"{'Line in File': '3', 'Position in File': '17', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'ALSLNCO2_para_sub', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,18,ASP_para_sur,,"{'Line in File': '3', 'Position in File': '18', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'ASP_para_sur', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,19,ASP_para_sub,,"{'Line in File': '3', 'Position in File': '19', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'ASP_para_sub', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,2,CFB_para,,"{'Line in File': '3', 'Position in File': '2', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'CFB_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,20,ALSLCO2_para,,"{'Line in File': '3', 'Position in File': '20', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'ALSLCO2_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,21,APCO2_para,,"{'Line in File': '3', 'Position in File': '21', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'APCO2_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,22,ASCO2_para,,"{'Line in File': '3', 'Position in File': '22', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'ASCO2_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,23,PRMT_51_para,,"{'Line in File': '3', 'Position in File': '23', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'PRMT_51_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,24,PRMT_45_para,,"{'Line in File': '3', 'Position in File': '24', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'PRMT_45_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,25,BMR_para_sur,,"{'Line in File': '3', 'Position in File': '25', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'BMR_para_sur', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,26,BMR_para_sub,,"{'Line in File': '3', 'Position in File': '26', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'BMR_para_sub', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,27,HPR_para,,"{'Line in File': '3', 'Position in File': '27', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'HPR_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,28,HSR_para,,"{'Line in File': '3', 'Position in File': '28', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'HSR_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,29,LMR_para_sur,,"{'Line in File': '3', 'Position in File': '29', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'LMR_para_sur', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,3,Sf_para_sur,,"{'Line in File': '3', 'Position in File': '3', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'Sf_para_sur', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,30,LMR_para_sub,,"{'Line in File': '3', 'Position in File': '30', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'LMR_para_sub', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,31,LSR_para_sur,,"{'Line in File': '3', 'Position in File': '31', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'LSR_para_sur', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,32,LSR_para_sub,,"{'Line in File': '3', 'Position in File': '32', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'LSR_para_sub', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,33,XBM_para_sur,,"{'Line in File': '3', 'Position in File': '33', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'XBM_para_sur', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,34,XBM_para_sub,,"{'Line in File': '3', 'Position in File': '34', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'XBM_para_sub', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,35,XLSLF_para,,"{'Line in File': '3', 'Position in File': '35', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'XLSLF_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,36,OX_aa_para,,"{'Line in File': '3', 'Position in File': '36', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'OX_aa_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,37,OX_bb_para,,"{'Line in File': '3', 'Position in File': '37', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'OX_bb_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,4,Sf_para_sub,,"{'Line in File': '3', 'Position in File': '4', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'Sf_para_sub', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,5,ABL_para,,"{'Line in File': '3', 'Position in File': '5', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'ABL_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,6,peroc_DIC_para,,"{'Line in File': '3', 'Position in File': '6', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'peroc_DIC_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,7,peroc_DOC_para,,"{'Line in File': '3', 'Position in File': '7', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'peroc_DOC_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,8,part_DOC_para,,"{'Line in File': '3', 'Position in File': '8', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'part_DOC_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,basins_carbon.tes,3,9,hlife_doc_para,,"{'Line in File': '3', 'Position in File': '9', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'cbn_tes', 'Component': 'hlife_doc_para', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'cbn_tes'}"
input,calibration.cal,4,12,elem_cnt(isp),"{'Line in File': '4', 'Position in File': '12', 'Condition': 'if (nspu > 0)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'elem_cnt(isp)', 'Type': 'integer', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_chg'}","{'Line in File': '4', 'Position in File': '12', 'Condition': 'if (nspu > 0)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'elem_cnt(isp)', 'Type': 'integer', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'in_chg'}"
input,calibration.cal,5,1,cond,"{'Line in File': '5', 'Position in File': '1', 'Condition': 'if (nconds > 0)', 'Local (Y/N)': 'N', 'TYPE': 'cal_upd', 'Component': 'cond', 'Type': 'type(calibration_conditions)', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_chg'}",
input,calibration.cal,5,1,range,,"{'Line in File': '5', 'Position in File': '1', 'Condition': 'if (range == ""range"")', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'range', 'Type': 'character(len=10)', 'Dimensions': '-', 'Swat_codetype': '-'}"
input,calibration.cal,5,2,var,,"{'Line in File': '5', 'Position in File': '2', 'Condition': 'if (range == ""range"")', 'Local (Y/N)': 'N', 'TYPE': 'cal_upd', 'Component': 'var', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'in_chg'}"
input,calibration.cal,5,3,val1,,"{'Line in File': '5', 'Position in File': '3', 'Condition': 'if (range == ""range"")', 'Local (Y/N)': 'N', 'TYPE': 'cal_upd', 'Component': 'val1', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'in_chg'}"
input,calibration.cal,5,4,val2,,"{'Line in File': '5', 'Position in File': '4', 'Condition': 'if (range == ""range"")', 'Local (Y/N)': 'N', 'TYPE': 'cal_upd', 'Component': 'val2', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'in_chg'}"
input,calibration.cal,6,1,var,,"{'Line in File': '6', 'Position in File': '1', 'Condition': 'if (range == ""range"")', 'Local (Y/N)': 'N', 'TYPE': 'cond', 'Component': 'var', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'in_chg'}"
input,calibration.cal,6,2,alt,,"{'Line in File': '6', 'Position in File': '2', 'Condition': 'if (range == ""range"")', 'Local (Y/N)': 'N', 'TYPE': 'cond', 'Component': 'alt', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'in_chg'}"
input,calibration.cal,6,3,targ,,"{'Line in File': '6', 'Position in File': '3', 'Condition': 'if (range == ""range"")', 'Local (Y/N)': 'N', 'TYPE': 'cond', 'Component': 'targ', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'in_chg'}"
input,calibration.cal,6,4,targc,,"{'Line in File': '6', 'Position in File': '4', 'Condition': 'if (range == ""range"")', 'Local (Y/N)': 'N', 'TYPE': 'cond', 'Component': 'targc', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'in_chg'}"
input,ch_catunit.def,4,5,elem_cnt(isp),"{'Line in File': '4', 'Position in File': '5', 'Condition': 'if (nspu > 0)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'elem_cnt(isp)', 'Type': 'integer', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_regs'}","{'Line in File': '4', 'Position in File': '5', 'Condition': 'if (nspu > 0)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'elem_cnt(isp)', 'Type': 'integer', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'in_regs'}"
input,ch_reg.def,4,5,elem_cnt(isp),"{'Line in File': '4', 'Position in File': '5', 'Condition': 'if (nspu > 0)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'elem_cnt(isp)', 'Type': 'integer', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_regs'}","{'Line in File': '4', 'Position in File': '5', 'Condition': 'if (nspu > 0)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'elem_cnt(isp)', 'Type': 'integer', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'in_regs'}"
input,ch_sed_budget.sft,4,4,elem_cnt(isp),"{'Line in File': '4', 'Position in File': '4', 'Condition': 'if (nspu > 0)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'elem_cnt(isp)', 'Type': 'integer', 'Dimensions': 'allocatable', 'Swat_codetype': 'in_chg'}","{'Line in File': '4', 'Position in File': '4', 'Condition': 'if (nspu > 0)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'elem_cnt(isp)', 'Type': 'integer', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'in_chg'}"
input,ch_sed_budget.sft,6,1,meas,"{'Line in File': '6', 'Position in File': '1', 'Condition': 'if (chcal(i)%ord_num > 0)', 'Local (Y/N)': 'N', 'TYPE': 'chcal', 'Component': 'meas', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'in_chg'}",
input,ch_sed_budget.sft,6,1,name,,"{'Line in File': '6', 'Position in File': '1', 'Condition': 'if (chcal(i)%ord_num > 0)', 'Local (Y/N)': 'N', 'TYPE': 'meas', 'Component': 'name', 'Type': 'character(len=16)', 'Dimensions': '-', 'Swat_codetype': 'in_chg'}"
input,ch_sed_budget.sft,6,2,chw,,"{'Line in File': '6', 'Position in File': '2', 'Condition': 'if (chcal(i)%ord_num > 0)', 'Local (Y/N)': 'N', 'TYPE': 'meas', 'Component': 'chw', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'in_chg'}"
input,ch_sed_budget.sft,6,3,chd,,"{'Line in File': '6', 'Position in File': '3', 'Condition': 'if (chcal(i)%ord_num > 0)', 'Local (Y/N)': 'N', 'TYPE': 'meas', 'Component': 'chd', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'in_chg'}"
input,ch_sed_budget.sft,6,4,hc,,"{'Line in File': '6', 'Position in File': '4', 'Condition': 'if (chcal(i)%ord_num > 0)', 'Local (Y/N)': 'N', 'TYPE': 'meas', 'Component': 'hc', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'in_chg'}"
input,ch_sed_budget.sft,6,5,fpd,,"{'Line in File': '6', 'Position in File': '5', 'Condition': 'if (chcal(i)%ord_num > 0)', 'Local (Y/N)': 'N', 'TYPE': 'meas', 'Component': 'fpd', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'in_chg'}"
input,chandeg.con,3,14,obtyp_out,"{'Line in File': '3', 'Position in File': '14', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'obtyp_out', 'Type': 'character(len=3)', 'Dimensions': 'allocatable', 'Swat_codetype': 'ob'}","{'Line in File': '3', 'Position in File': '14', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'obtyp_out', 'Type': 'character(len=3)', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'ob'}"
input,chandeg.con,3,15,obtypno_out,"{'Line in File': '3', 'Position in File': '15', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'obtypno_out', 'Type': 'integer', 'Dimensions': 'allocatable', 'Swat_codetype': 'ob'}","{'Line in File': '3', 'Position in File': '15', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'obtypno_out', 'Type': 'integer', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'ob'}"
input,chandeg.con,3,16,htyp_out,"{'Line in File': '3', 'Position in File': '16', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'htyp_out', 'Type': 'character(len=3)', 'Dimensions': 'allocatable', 'Swat_codetype': 'ob'}","{'Line in File': '3', 'Position in File': '16', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'htyp_out', 'Type': 'character(len=3)', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'ob'}"
input,chandeg.con,3,17,frac_out,"{'Line in File': '3', 'Position in File': '17', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'frac_out', 'Type': 'real', 'Dimensions': 'allocatable', 'Swat_codetype': 'ob'}","{'Line in File': '3', 'Position in File': '17', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'frac_out', 'Type': 'real', 'Dimensions': 'dimension (:), allocatable', 'Swat_codetype': 'ob'}"
