Unique_ID,Broad_Classification,SWAT_File,database_table,DATABASE_FIELD_NAME,SWAT_Header_Name,Text_File_Structure,Position_in_File,Line_in_file,Swat_code_type,SWAT_Code_Variable_Name,Description,Core,Units,Data_Type,Minimum_Range,Maximum_Range,Default_Value,Use_in_DB
999,CLIMATE,pet.cli,pet_cli,salt_ion,salt_ion,unique,1,3,real,salt_ion,salt_ion parameter from salt_atmo.cli via cli_read_atmodep_salt,no,none,real,0.0,999,1.0,yes
1000,CLIMATE,pet.cli,pet_cli,"atmodep_salt%salt%rfmo,imo=1,atmodep_cont%num","atmodep_salt%salt%rfmo,imo=1,atmodep_cont%num",unique,2,3,integer,"atmodep_salt%salt%rfmo,imo=1,atmodep_cont%num","atmodep_salt%salt%rfmo,imo=1,atmodep_cont%num parameter from salt_atmo.cli via cli_read_atmodep_salt",no,m,int,0,999,1,yes
1001,CLIMATE,pet.cli,pet_cli,salt_ion,salt_ion,unique,1,4,real,salt_ion,salt_ion parameter from salt_atmo.cli via cli_read_atmodep_salt,no,none,real,0.0,999,1.0,yes
1002,CLIMATE,pet.cli,pet_cli,"atmodep_salt%salt%drymo,imo=1,atmodep_cont%num","atmodep_salt%salt%drymo,imo=1,atmodep_cont%num",unique,2,4,integer,"atmodep_salt%salt%drymo,imo=1,atmodep_cont%num","atmodep_salt%salt%drymo,imo=1,atmodep_cont%num parameter from salt_atmo.cli via cli_read_atmodep_salt",no,m,int,0,999,1,yes
1003,CLIMATE,pet.cli,pet_cli,salt_ion,salt_ion,unique,1,5,real,salt_ion,salt_ion parameter from salt_atmo.cli via cli_read_atmodep_salt,no,none,real,0.0,999,1.0,yes
1004,CLIMATE,pet.cli,pet_cli,"atmodep_salt%salt%rfyr,iyr=1,atmodep_cont%num","atmodep_salt%salt%rfyr,iyr=1,atmodep_cont%num",unique,2,5,integer,"atmodep_salt%salt%rfyr,iyr=1,atmodep_cont%num","atmodep_salt%salt%rfyr,iyr=1,atmodep_cont%num parameter from salt_atmo.cli via cli_read_atmodep_salt",no,m,int,0,999,1,yes
1005,CLIMATE,pet.cli,pet_cli,salt_ion,salt_ion,unique,1,6,real,salt_ion,salt_ion parameter from salt_atmo.cli via cli_read_atmodep_salt,no,none,real,0.0,999,1.0,yes
1006,CLIMATE,pet.cli,pet_cli,"atmodep_salt%salt%dryyr,iyr=1,atmodep_cont%num","atmodep_salt%salt%dryyr,iyr=1,atmodep_cont%num",unique,2,6,integer,"atmodep_salt%salt%dryyr,iyr=1,atmodep_cont%num","atmodep_salt%salt%dryyr,iyr=1,atmodep_cont%num parameter from salt_atmo.cli via cli_read_atmodep_salt",no,m,int,0,999,1,yes
1007,CLIMATE,pcp.cli,pcp_cli,wst%name,wst%name,simple,1,1,character,wst%name,wst%name parameter from in_cli%weat_sta via cli_staread,yes,text,string,0,999,default,yes
1008,CLIMATE,pcp.cli,pcp_cli,wst%wco_c,wst%wco_c,simple,2,1,derived_type,wst%wco_c,wst%wco_c parameter from in_cli%weat_sta via cli_staread,no,none,derived,0,999,1.0,yes
1009,CLIMATE,pcp.cli,pcp_cli,pcp%nbyr,pcp%nbyr,unique,1,1,integer,pcp%nbyr,pcp%nbyr parameter from pcp(i)%filename via cli_pmeas,no,day,int,0,999,1,yes
1010,CLIMATE,pcp.cli,pcp_cli,pcp%tstep,pcp%tstep,unique,2,1,derived_type,pcp%tstep,pcp%tstep parameter from pcp(i)%filename via cli_pmeas,no,none,derived,0,999,1.0,yes
1011,CLIMATE,pcp.cli,pcp_cli,pcp%lat,pcp%lat,unique,3,1,real,pcp%lat,pcp%lat parameter from pcp(i)%filename via cli_pmeas,no,deg,real,0.0,180.0,1.0,yes
1012,CLIMATE,pcp.cli,pcp_cli,pcp%long,pcp%long,unique,4,1,real,pcp%long,pcp%long parameter from pcp(i)%filename via cli_pmeas,no,deg,real,0.0,180.0,1.0,yes
1013,CLIMATE,pcp.cli,pcp_cli,pcp%elev,pcp%elev,unique,5,1,real,pcp%elev,pcp%elev parameter from pcp(i)%filename via cli_pmeas,no,m,real,0.0,999,1.0,yes
1014,CLIMATE,pcp.cli,pcp_cli,iyr,iyr,unique,1,2,integer,iyr,iyr parameter from pcp(i)%filename via cli_pmeas,no,day,int,0,999,1,yes
1015,CLIMATE,pcp.cli,pcp_cli,istep,istep,unique,2,2,real,istep,istep parameter from pcp(i)%filename via cli_pmeas,no,none,real,0.0,999,1.0,yes
1016,CLIMATE,pcp.cli,pcp_cli,iyr,iyr,unique,1,3,integer,iyr,iyr parameter from pcp(i)%filename via cli_pmeas,no,day,int,0,999,1,yes
1017,CLIMATE,pcp.cli,pcp_cli,istep,istep,unique,2,3,real,istep,istep parameter from pcp(i)%filename via cli_pmeas,no,none,real,0.0,999,1.0,yes
1018,CLIMATE,pcp.cli,pcp_cli,mo,mo,unique,3,3,integer,mo,mo parameter from pcp(i)%filename via cli_pmeas,no,none,int,0,999,1,yes
1019,CLIMATE,pcp.cli,pcp_cli,day_mo,day_mo,unique,4,3,integer,day_mo,day_mo parameter from pcp(i)%filename via cli_pmeas,no,day,int,0,999,1,yes
1020,CLIMATE,pcp.cli,pcp_cli,ihr,ihr,unique,5,3,integer,ihr,ihr parameter from pcp(i)%filename via cli_pmeas,no,none,int,0,999,1,yes
1021,CLIMATE,pcp.cli,pcp_cli,pcp%tss,pcp%tss,unique,6,3,derived_type,pcp%tss,pcp%tss parameter from pcp(i)%filename via cli_pmeas,no,none,derived,0,999,1.0,yes
1022,CLIMATE,pcp.cli,pcp_cli,iyr,iyr,unique,1,4,integer,iyr,iyr parameter from pcp(i)%filename via cli_pmeas,no,day,int,0,999,1,yes
1023,CLIMATE,pcp.cli,pcp_cli,istep,istep,unique,2,4,real,istep,istep parameter from pcp(i)%filename via cli_pmeas,no,none,real,0.0,999,1.0,yes
1024,CLIMATE,pcp.cli,pcp_cli,pcp%ts,pcp%ts,unique,3,4,derived_type,pcp%ts,pcp%ts parameter from pcp(i)%filename via cli_pmeas,no,none,derived,0,999,1.0,yes
1025,CLIMATE,pcp.cli,pcp_cli,pcp_n,pcp_n,unique,1,1,real,pcp_n,pcp_n parameter from in_cli%pcp_cli via cli_pmeas,no,none,real,0.0,999,1.0,yes
1026,CLIMATE,pcp.cli,pcp_cli,pcp%filename,pcp%filename,unique,1,2,character,pcp%filename,pcp%filename parameter from in_cli%pcp_cli via cli_pmeas,yes,m,string,0,999,default,yes
1027,CLIMATE,pcp.cli,pcp_cli,atmodep_cont%num_sta,atmodep_cont%num_sta,unique,1,1,integer,atmodep_cont%num_sta,atmodep_cont%num_sta parameter from in_cli%atmo_cli via cli_read_atmodep,no,m,int,0,999,1,yes
1028,CLIMATE,pcp.cli,pcp_cli,atmodep_cont%timestep,atmodep_cont%timestep,unique,2,1,integer,atmodep_cont%timestep,atmodep_cont%timestep parameter from in_cli%atmo_cli via cli_read_atmodep,no,m,int,0,999,1,yes
1029,CLIMATE,pcp.cli,pcp_cli,atmodep_cont%mo_init,atmodep_cont%mo_init,unique,3,1,integer,atmodep_cont%mo_init,atmodep_cont%mo_init parameter from in_cli%atmo_cli via cli_read_atmodep,no,m,int,0,999,1,yes
1030,CLIMATE,pcp.cli,pcp_cli,atmodep_cont%yr_init,atmodep_cont%yr_init,unique,4,1,integer,atmodep_cont%yr_init,atmodep_cont%yr_init parameter from in_cli%atmo_cli via cli_read_atmodep,no,m,int,0,999,1,yes
1031,CLIMATE,pcp.cli,pcp_cli,atmodep_cont%num,atmodep_cont%num,unique,5,1,integer,atmodep_cont%num,atmodep_cont%num parameter from in_cli%atmo_cli via cli_read_atmodep,no,m,int,0,999,1,yes
1032,CLIMATE,pcp.cli,pcp_cli,atmodep%name,atmodep%name,unique,1,2,integer,atmodep%name,atmodep%name parameter from in_cli%atmo_cli via cli_read_atmodep,yes,m,int,0,999,1,yes
1033,CLIMATE,pcp.cli,pcp_cli,atmodep%nh4_rf,atmodep%nh4_rf,unique,1,3,integer,atmodep%nh4_rf,atmodep%nh4_rf parameter from in_cli%atmo_cli via cli_read_atmodep,no,m,int,0,999,1,yes
1034,CLIMATE,pcp.cli,pcp_cli,atmodep%no3_rf,atmodep%no3_rf,unique,1,4,integer,atmodep%no3_rf,atmodep%no3_rf parameter from in_cli%atmo_cli via cli_read_atmodep,no,m,int,0,999,1,yes
1035,CLIMATE,pcp.cli,pcp_cli,atmodep%nh4_dry,atmodep%nh4_dry,unique,1,5,integer,atmodep%nh4_dry,atmodep%nh4_dry parameter from in_cli%atmo_cli via cli_read_atmodep,no,m,int,0,999,1,yes
1036,CLIMATE,pcp.cli,pcp_cli,atmodep%no3_dry,atmodep%no3_dry,unique,1,6,integer,atmodep%no3_dry,atmodep%no3_dry parameter from in_cli%atmo_cli via cli_read_atmodep,no,m,int,0,999,1,yes
1037,CLIMATE,pcp.cli,pcp_cli,"atmodep%nh4_rfmo, imo = 1,atmodep_cont%num","atmodep%nh4_rfmo, imo = 1,atmodep_cont%num",unique,1,7,integer,"atmodep%nh4_rfmo, imo = 1,atmodep_cont%num","atmodep%nh4_rfmo, imo = 1,atmodep_cont%num parameter from in_cli%atmo_cli via cli_read_atmodep",no,m,int,0,999,1,yes
1038,CLIMATE,pcp.cli,pcp_cli,"atmodep%no3_rfmo, imo = 1,atmodep_cont%num","atmodep%no3_rfmo, imo = 1,atmodep_cont%num",unique,1,8,integer,"atmodep%no3_rfmo, imo = 1,atmodep_cont%num","atmodep%no3_rfmo, imo = 1,atmodep_cont%num parameter from in_cli%atmo_cli via cli_read_atmodep",no,m,int,0,999,1,yes
1039,CLIMATE,pcp.cli,pcp_cli,"atmodep%nh4_drymo,imo = 1,atmodep_cont%num","atmodep%nh4_drymo,imo = 1,atmodep_cont%num",unique,1,9,integer,"atmodep%nh4_drymo,imo = 1,atmodep_cont%num","atmodep%nh4_drymo,imo = 1,atmodep_cont%num parameter from in_cli%atmo_cli via cli_read_atmodep",no,m,int,0,999,1,yes
1040,CLIMATE,pcp.cli,pcp_cli,"atmodep%no3_drymo,imo = 1,atmodep_cont%num","atmodep%no3_drymo,imo = 1,atmodep_cont%num",unique,1,10,integer,"atmodep%no3_drymo,imo = 1,atmodep_cont%num","atmodep%no3_drymo,imo = 1,atmodep_cont%num parameter from in_cli%atmo_cli via cli_read_atmodep",no,m,int,0,999,1,yes
1041,CLIMATE,pcp.cli,pcp_cli,"atmodep%nh4_rfyr, iyr = 1,atmodep_cont%num","atmodep%nh4_rfyr, iyr = 1,atmodep_cont%num",unique,1,11,integer,"atmodep%nh4_rfyr, iyr = 1,atmodep_cont%num","atmodep%nh4_rfyr, iyr = 1,atmodep_cont%num parameter from in_cli%atmo_cli via cli_read_atmodep",no,m,int,0,999,1,yes
1042,CLIMATE,pcp.cli,pcp_cli,"atmodep%no3_rfyr, iyr = 1,atmodep_cont%num","atmodep%no3_rfyr, iyr = 1,atmodep_cont%num",unique,1,12,integer,"atmodep%no3_rfyr, iyr = 1,atmodep_cont%num","atmodep%no3_rfyr, iyr = 1,atmodep_cont%num parameter from in_cli%atmo_cli via cli_read_atmodep",no,m,int,0,999,1,yes
1043,CLIMATE,pcp.cli,pcp_cli,"atmodep%nh4_dryyr,iyr = 1,atmodep_cont%num","atmodep%nh4_dryyr,iyr = 1,atmodep_cont%num",unique,1,13,integer,"atmodep%nh4_dryyr,iyr = 1,atmodep_cont%num","atmodep%nh4_dryyr,iyr = 1,atmodep_cont%num parameter from in_cli%atmo_cli via cli_read_atmodep",no,m,int,0,999,1,yes
1044,CLIMATE,pcp.cli,pcp_cli,"atmodep%no3_dryyr,iyr = 1,atmodep_cont%num","atmodep%no3_dryyr,iyr = 1,atmodep_cont%num",unique,1,14,integer,"atmodep%no3_dryyr,iyr = 1,atmodep_cont%num","atmodep%no3_dryyr,iyr = 1,atmodep_cont%num parameter from in_cli%atmo_cli via cli_read_atmodep",no,m,int,0,999,1,yes
1045,CLIMATE,pcp.cli,pcp_cli,tmp%nbyr,tmp%nbyr,unique,1,1,integer,tmp%nbyr,tmp%nbyr parameter from tmp(i)%filename via cli_tmeas,no,day,int,0,999,1,yes
1046,CLIMATE,pcp.cli,pcp_cli,tmp%tstep,tmp%tstep,unique,2,1,derived_type,tmp%tstep,tmp%tstep parameter from tmp(i)%filename via cli_tmeas,no,none,derived,0,999,1.0,yes
1047,CLIMATE,pcp.cli,pcp_cli,tmp%lat,tmp%lat,unique,3,1,real,tmp%lat,tmp%lat parameter from tmp(i)%filename via cli_tmeas,no,deg,real,0.0,180.0,1.0,yes
1048,CLIMATE,pcp.cli,pcp_cli,tmp%long,tmp%long,unique,4,1,real,tmp%long,tmp%long parameter from tmp(i)%filename via cli_tmeas,no,deg,real,0.0,180.0,1.0,yes
1049,CLIMATE,pcp.cli,pcp_cli,tmp%elev,tmp%elev,unique,5,1,real,tmp%elev,tmp%elev parameter from tmp(i)%filename via cli_tmeas,no,m,real,0.0,999,1.0,yes
1050,CLIMATE,pcp.cli,pcp_cli,iyr,iyr,unique,1,2,integer,iyr,iyr parameter from tmp(i)%filename via cli_tmeas,no,day,int,0,999,1,yes
1051,CLIMATE,pcp.cli,pcp_cli,istep,istep,unique,2,2,real,istep,istep parameter from tmp(i)%filename via cli_tmeas,no,none,real,0.0,999,1.0,yes
1052,CLIMATE,pcp.cli,pcp_cli,iyr,iyr,unique,1,3,integer,iyr,iyr parameter from tmp(i)%filename via cli_tmeas,no,day,int,0,999,1,yes
1053,CLIMATE,pcp.cli,pcp_cli,istep,istep,unique,2,3,real,istep,istep parameter from tmp(i)%filename via cli_tmeas,no,none,real,0.0,999,1.0,yes
1054,CLIMATE,pcp.cli,pcp_cli,tempx,tempx,unique,3,3,real,tempx,tempx parameter from tmp(i)%filename via cli_tmeas,no,none,real,0.0,999,1.0,yes
1055,CLIMATE,pcp.cli,pcp_cli,tempn,tempn,unique,4,3,real,tempn,tempn parameter from tmp(i)%filename via cli_tmeas,no,none,real,0.0,999,1.0,yes
1056,CLIMATE,pcp.cli,pcp_cli,iyr,iyr,unique,1,4,integer,iyr,iyr parameter from tmp(i)%filename via cli_tmeas,no,day,int,0,999,1,yes
1057,CLIMATE,pcp.cli,pcp_cli,istep,istep,unique,2,4,real,istep,istep parameter from tmp(i)%filename via cli_tmeas,no,none,real,0.0,999,1.0,yes
1058,CLIMATE,pcp.cli,pcp_cli,tmp%ts,tmp%ts,unique,3,4,derived_type,tmp%ts,tmp%ts parameter from tmp(i)%filename via cli_tmeas,no,none,derived,0,999,1.0,yes
1059,CLIMATE,pcp.cli,pcp_cli,tmp%ts2,tmp%ts2,unique,4,4,derived_type,tmp%ts2,tmp%ts2 parameter from tmp(i)%filename via cli_tmeas,no,none,derived,0,999,1.0,yes
1060,CLIMATE,pcp.cli,pcp_cli,tmp_n,tmp_n,unique,1,1,real,tmp_n,tmp_n parameter from in_cli%tmp_cli via cli_tmeas,no,none,real,0.0,999,1.0,yes
1061,CLIMATE,pcp.cli,pcp_cli,tmp%filename,tmp%filename,unique,1,2,character,tmp%filename,tmp%filename parameter from in_cli%tmp_cli via cli_tmeas,yes,m,string,0,999,default,yes
1062,CLIMATE,pcp.cli,pcp_cli,atmodep_cs%cs%rf,atmodep_cs%cs%rf,unique,1,1,integer,atmodep_cs%cs%rf,atmodep_cs%cs%rf parameter from cs_atmo.cli via cli_read_atmodep_cs,no,m,int,0,999,1,yes
1063,CLIMATE,pcp.cli,pcp_cli,atmodep_cs%cs%dry,atmodep_cs%cs%dry,unique,1,2,integer,atmodep_cs%cs%dry,atmodep_cs%cs%dry parameter from cs_atmo.cli via cli_read_atmodep_cs,no,m,int,0,999,1,yes
1064,CLIMATE,pcp.cli,pcp_cli,"atmodep_cs%cs%rfmo,imo=1,atmodep_cont%num","atmodep_cs%cs%rfmo,imo=1,atmodep_cont%num",unique,1,3,integer,"atmodep_cs%cs%rfmo,imo=1,atmodep_cont%num","atmodep_cs%cs%rfmo,imo=1,atmodep_cont%num parameter from cs_atmo.cli via cli_read_atmodep_cs",no,m,int,0,999,1,yes
1065,CLIMATE,pcp.cli,pcp_cli,"atmodep_cs%cs%drymo,imo=1,atmodep_cont%num","atmodep_cs%cs%drymo,imo=1,atmodep_cont%num",unique,1,4,integer,"atmodep_cs%cs%drymo,imo=1,atmodep_cont%num","atmodep_cs%cs%drymo,imo=1,atmodep_cont%num parameter from cs_atmo.cli via cli_read_atmodep_cs",no,m,int,0,999,1,yes
1066,CLIMATE,pcp.cli,pcp_cli,"atmodep_cs%cs%rfyr,iyr=1,atmodep_cont%num","atmodep_cs%cs%rfyr,iyr=1,atmodep_cont%num",unique,1,5,integer,"atmodep_cs%cs%rfyr,iyr=1,atmodep_cont%num","atmodep_cs%cs%rfyr,iyr=1,atmodep_cont%num parameter from cs_atmo.cli via cli_read_atmodep_cs",no,m,int,0,999,1,yes
1067,CLIMATE,pcp.cli,pcp_cli,"atmodep_cs%cs%dryyr,iyr=1,atmodep_cont%num","atmodep_cs%cs%dryyr,iyr=1,atmodep_cont%num",unique,1,6,integer,"atmodep_cs%cs%dryyr,iyr=1,atmodep_cont%num","atmodep_cs%cs%dryyr,iyr=1,atmodep_cont%num parameter from cs_atmo.cli via cli_read_atmodep_cs",no,m,int,0,999,1,yes
1068,CLIMATE,pcp.cli,pcp_cli,wgn_n,wgn_n,unique,1,1,real,wgn_n,wgn_n parameter from in_cli%weat_wgn via cli_wgnread,no,none,real,0.0,999,1.0,yes
1069,CLIMATE,pcp.cli,pcp_cli,wgn%lat,wgn%lat,unique,2,1,real,wgn%lat,wgn%lat parameter from in_cli%weat_wgn via cli_wgnread,no,deg,real,0.0,180.0,1.0,yes
1070,CLIMATE,pcp.cli,pcp_cli,wgn%long,wgn%long,unique,3,1,real,wgn%long,wgn%long parameter from in_cli%weat_wgn via cli_wgnread,no,deg,real,0.0,180.0,1.0,yes
1071,CLIMATE,pcp.cli,pcp_cli,wgn%elev,wgn%elev,unique,4,1,real,wgn%elev,wgn%elev parameter from in_cli%weat_wgn via cli_wgnread,no,m,real,0.0,999,1.0,yes
1072,CLIMATE,pcp.cli,pcp_cli,wgn%rain_yrs,wgn%rain_yrs,unique,5,1,integer,wgn%rain_yrs,wgn%rain_yrs parameter from in_cli%weat_wgn via cli_wgnread,no,day,int,0,999,1,yes
1073,CLIMATE,pcp.cli,pcp_cli,wgn%tmpmx,wgn%tmpmx,unique,1,2,derived_type,wgn%tmpmx,wgn%tmpmx parameter from in_cli%weat_wgn via cli_wgnread,no,none,derived,0,999,1.0,yes
1074,CLIMATE,pcp.cli,pcp_cli,wgn%tmpmn,wgn%tmpmn,unique,2,2,derived_type,wgn%tmpmn,wgn%tmpmn parameter from in_cli%weat_wgn via cli_wgnread,no,none,derived,0,999,1.0,yes
1075,CLIMATE,pcp.cli,pcp_cli,wgn%tmpstdmx,wgn%tmpstdmx,unique,3,2,derived_type,wgn%tmpstdmx,wgn%tmpstdmx parameter from in_cli%weat_wgn via cli_wgnread,no,none,derived,0,999,1.0,yes
1076,CLIMATE,pcp.cli,pcp_cli,wgn%tmpstdmn,wgn%tmpstdmn,unique,4,2,derived_type,wgn%tmpstdmn,wgn%tmpstdmn parameter from in_cli%weat_wgn via cli_wgnread,no,none,derived,0,999,1.0,yes
1077,CLIMATE,pcp.cli,pcp_cli,wgn%pcpmm,wgn%pcpmm,unique,5,2,derived_type,wgn%pcpmm,wgn%pcpmm parameter from in_cli%weat_wgn via cli_wgnread,no,none,derived,0,999,1.0,yes
1078,CLIMATE,pcp.cli,pcp_cli,wgn%pcpstd,wgn%pcpstd,unique,6,2,derived_type,wgn%pcpstd,wgn%pcpstd parameter from in_cli%weat_wgn via cli_wgnread,no,none,derived,0,999,1.0,yes
1079,CLIMATE,pcp.cli,pcp_cli,wgn%pcpskw,wgn%pcpskw,unique,7,2,derived_type,wgn%pcpskw,wgn%pcpskw parameter from in_cli%weat_wgn via cli_wgnread,no,none,derived,0,999,1.0,yes
1080,CLIMATE,pcp.cli,pcp_cli,wgn%pr_wd,wgn%pr_wd,unique,8,2,derived_type,wgn%pr_wd,wgn%pr_wd parameter from in_cli%weat_wgn via cli_wgnread,no,none,derived,0,999,1.0,yes
1081,CLIMATE,pcp.cli,pcp_cli,wgn%pr_ww,wgn%pr_ww,unique,9,2,derived_type,wgn%pr_ww,wgn%pr_ww parameter from in_cli%weat_wgn via cli_wgnread,no,none,derived,0,999,1.0,yes
1082,CLIMATE,pcp.cli,pcp_cli,wgn%pcpd,wgn%pcpd,unique,10,2,derived_type,wgn%pcpd,wgn%pcpd parameter from in_cli%weat_wgn via cli_wgnread,no,none,derived,0,999,1.0,yes
1083,CLIMATE,pcp.cli,pcp_cli,wgn%rainhmx,wgn%rainhmx,unique,11,2,derived_type,wgn%rainhmx,wgn%rainhmx parameter from in_cli%weat_wgn via cli_wgnread,no,none,derived,0,999,1.0,yes
1084,CLIMATE,pcp.cli,pcp_cli,wgn%solarav,wgn%solarav,unique,12,2,derived_type,wgn%solarav,wgn%solarav parameter from in_cli%weat_wgn via cli_wgnread,no,none,derived,0,999,1.0,yes
1085,CLIMATE,pcp.cli,pcp_cli,wgn%dewpt,wgn%dewpt,unique,13,2,derived_type,wgn%dewpt,wgn%dewpt parameter from in_cli%weat_wgn via cli_wgnread,no,none,derived,0,999,1.0,yes
1086,CLIMATE,pcp.cli,pcp_cli,wgn%windav,wgn%windav,unique,14,2,derived_type,wgn%windav,wgn%windav parameter from in_cli%weat_wgn via cli_wgnread,no,none,derived,0,999,1.0,yes
1087,CLIMATE,pcp.cli,pcp_cli,wnd%nbyr,wnd%nbyr,unique,1,1,integer,wnd%nbyr,wnd%nbyr parameter from wnd(i)%filename via cli_wmeas,no,day,int,0,999,1,yes
1088,CLIMATE,pcp.cli,pcp_cli,wnd%tstep,wnd%tstep,unique,2,1,derived_type,wnd%tstep,wnd%tstep parameter from wnd(i)%filename via cli_wmeas,no,none,derived,0,999,1.0,yes
1089,CLIMATE,pcp.cli,pcp_cli,wnd%lat,wnd%lat,unique,3,1,real,wnd%lat,wnd%lat parameter from wnd(i)%filename via cli_wmeas,no,deg,real,0.0,180.0,1.0,yes
1090,CLIMATE,pcp.cli,pcp_cli,wnd%long,wnd%long,unique,4,1,real,wnd%long,wnd%long parameter from wnd(i)%filename via cli_wmeas,no,deg,real,0.0,180.0,1.0,yes
1091,CLIMATE,pcp.cli,pcp_cli,wnd%elev,wnd%elev,unique,5,1,real,wnd%elev,wnd%elev parameter from wnd(i)%filename via cli_wmeas,no,m,real,0.0,999,1.0,yes
1092,CLIMATE,pcp.cli,pcp_cli,iyr,iyr,unique,1,2,integer,iyr,iyr parameter from wnd(i)%filename via cli_wmeas,no,day,int,0,999,1,yes
1093,CLIMATE,pcp.cli,pcp_cli,istep,istep,unique,2,2,real,istep,istep parameter from wnd(i)%filename via cli_wmeas,no,none,real,0.0,999,1.0,yes
1094,CLIMATE,pcp.cli,pcp_cli,iyr,iyr,unique,1,3,integer,iyr,iyr parameter from wnd(i)%filename via cli_wmeas,no,day,int,0,999,1,yes
1095,CLIMATE,pcp.cli,pcp_cli,istep,istep,unique,2,3,real,istep,istep parameter from wnd(i)%filename via cli_wmeas,no,none,real,0.0,999,1.0,yes
1096,CLIMATE,pcp.cli,pcp_cli,wnd%ts,wnd%ts,unique,3,3,derived_type,wnd%ts,wnd%ts parameter from wnd(i)%filename via cli_wmeas,no,none,derived,0,999,1.0,yes
1097,CLIMATE,pcp.cli,pcp_cli,wnd_n,wnd_n,unique,1,1,real,wnd_n,wnd_n parameter from in_cli%wnd_cli via cli_wmeas,no,none,real,0.0,999,1.0,yes
1098,CLIMATE,pcp.cli,pcp_cli,wnd%filename,wnd%filename,unique,1,2,character,wnd%filename,wnd%filename parameter from in_cli%wnd_cli via cli_wmeas,yes,m,string,0,999,default,yes
1099,CLIMATE,pcp.cli,pcp_cli,petm%nbyr,petm%nbyr,unique,1,1,integer,petm%nbyr,petm%nbyr parameter from petm(i)%filename via cli_petmeas,no,day,int,0,999,1,yes
1100,CLIMATE,pcp.cli,pcp_cli,petm%tstep,petm%tstep,unique,2,1,derived_type,petm%tstep,petm%tstep parameter from petm(i)%filename via cli_petmeas,no,none,derived,0,999,1.0,yes
1101,CLIMATE,pcp.cli,pcp_cli,petm%lat,petm%lat,unique,3,1,real,petm%lat,petm%lat parameter from petm(i)%filename via cli_petmeas,no,deg,real,0.0,180.0,1.0,yes
1102,CLIMATE,pcp.cli,pcp_cli,petm%long,petm%long,unique,4,1,real,petm%long,petm%long parameter from petm(i)%filename via cli_petmeas,no,deg,real,0.0,180.0,1.0,yes
1103,CLIMATE,pcp.cli,pcp_cli,petm%elev,petm%elev,unique,5,1,real,petm%elev,petm%elev parameter from petm(i)%filename via cli_petmeas,no,m,real,0.0,999,1.0,yes
1104,CLIMATE,pcp.cli,pcp_cli,iyr,iyr,unique,1,2,integer,iyr,iyr parameter from petm(i)%filename via cli_petmeas,no,day,int,0,999,1,yes
1105,CLIMATE,pcp.cli,pcp_cli,istep,istep,unique,2,2,real,istep,istep parameter from petm(i)%filename via cli_petmeas,no,none,real,0.0,999,1.0,yes
1106,CLIMATE,pcp.cli,pcp_cli,iyr,iyr,unique,1,3,integer,iyr,iyr parameter from petm(i)%filename via cli_petmeas,no,day,int,0,999,1,yes
1107,CLIMATE,pcp.cli,pcp_cli,istep,istep,unique,2,3,real,istep,istep parameter from petm(i)%filename via cli_petmeas,no,none,real,0.0,999,1.0,yes
1108,CLIMATE,pcp.cli,pcp_cli,pet_read,pet_read,unique,3,3,real,pet_read,pet_read parameter from petm(i)%filename via cli_petmeas,no,none,real,0.0,999,1.0,yes
1109,CLIMATE,pcp.cli,pcp_cli,iyr,iyr,unique,1,4,integer,iyr,iyr parameter from petm(i)%filename via cli_petmeas,no,day,int,0,999,1,yes
1110,CLIMATE,pcp.cli,pcp_cli,istep,istep,unique,2,4,real,istep,istep parameter from petm(i)%filename via cli_petmeas,no,none,real,0.0,999,1.0,yes
1111,CLIMATE,pcp.cli,pcp_cli,petm%ts,petm%ts,unique,3,4,derived_type,petm%ts,petm%ts parameter from petm(i)%filename via cli_petmeas,no,none,derived,0,999,1.0,yes
1112,CLIMATE,pcp.cli,pcp_cli,petm_n,petm_n,unique,1,1,real,petm_n,petm_n parameter from in_cli%pet_cli via cli_petmeas,no,none,real,0.0,999,1.0,yes
1113,CLIMATE,pcp.cli,pcp_cli,petm%filename,petm%filename,unique,1,2,character,petm%filename,petm%filename parameter from in_cli%pet_cli via cli_petmeas,yes,m,string,0,999,default,yes
1114,CLIMATE,pcp.cli,pcp_cli,hmd%nbyr,hmd%nbyr,unique,1,1,integer,hmd%nbyr,hmd%nbyr parameter from hmd(i)%filename via cli_hmeas,no,day,int,0,999,1,yes
1115,CLIMATE,pcp.cli,pcp_cli,hmd%tstep,hmd%tstep,unique,2,1,derived_type,hmd%tstep,hmd%tstep parameter from hmd(i)%filename via cli_hmeas,no,none,derived,0,999,1.0,yes
1116,CLIMATE,pcp.cli,pcp_cli,hmd%lat,hmd%lat,unique,3,1,real,hmd%lat,hmd%lat parameter from hmd(i)%filename via cli_hmeas,no,deg,real,0.0,180.0,1.0,yes
1117,CLIMATE,pcp.cli,pcp_cli,hmd%long,hmd%long,unique,4,1,real,hmd%long,hmd%long parameter from hmd(i)%filename via cli_hmeas,no,deg,real,0.0,180.0,1.0,yes
1118,CLIMATE,pcp.cli,pcp_cli,hmd%elev,hmd%elev,unique,5,1,real,hmd%elev,hmd%elev parameter from hmd(i)%filename via cli_hmeas,no,m,real,0.0,999,1.0,yes
1119,CLIMATE,pcp.cli,pcp_cli,iyr,iyr,unique,1,2,integer,iyr,iyr parameter from hmd(i)%filename via cli_hmeas,no,day,int,0,999,1,yes
