input_file,line_in_file,position_in_file,component,old_row,new_row
plants.plt,4,6,bio_e,{},"{'Line in File': '4', 'Position in File': '6', 'Condition': 'if (bsn_cc%nam1 == 0)', 'Local (Y/N)': 'N', 'TYPE': 'pldb', 'Component': 'bio_e', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'in_parmdb'}"
plants.plt,4,7,hvsti,{},"{'Line in File': '4', 'Position in File': '7', 'Condition': 'if (bsn_cc%nam1 == 0)', 'Local (Y/N)': 'N', 'TYPE': 'pldb', 'Component': 'hvsti', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'in_parmdb'}"
plants.plt,4,8,blai,{},"{'Line in File': '4', 'Position in File': '8', 'Condition': 'if (bsn_cc%nam1 == 0)', 'Local (Y/N)': 'N', 'TYPE': 'pldb', 'Component': 'blai', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'in_parmdb'}"
plants.plt,4,9,frgrw1,{},"{'Line in File': '4', 'Position in File': '9', 'Condition': 'if (bsn_cc%nam1 == 0)', 'Local (Y/N)': 'N', 'TYPE': 'pldb', 'Component': 'frgrw1', 'Type': 'real', 'Dimensions': '-', 'Swat_codetype': 'in_parmdb'}"
print.prt,11,1,name,"{'Line in File': '11', 'Position in File': '1', 'Condition': 'if (pco%aa_numint > 0)', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'name', 'Type': 'character(len=16)', 'Dimensions': '-', 'Swat_codetype': '-'}","{'Line in File': '11', 'Position in File': '1', 'Condition': 'if (pco%use_obj_labels == ""n"")', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'name', 'Type': 'character(len=16)', 'Dimensions': '-', 'Swat_codetype': '-'}"
print.prt,11,2,d,{},"{'Line in File': '11', 'Position in File': '2', 'Condition': 'if (pco%use_obj_labels == ""n"")', 'Local (Y/N)': 'N', 'TYPE': 'pco', 'Component': 'd', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'in_sim'}"
print.prt,11,2,wb_bsn,"{'Line in File': '11', 'Position in File': '2', 'Condition': 'if (pco%aa_numint > 0)', 'Local (Y/N)': 'N', 'TYPE': 'pco', 'Component': 'wb_bsn', 'Type': 'type(print_interval)', 'Dimensions': '-', 'Swat_codetype': 'in_sim'}",{}
print.prt,11,3,m,{},"{'Line in File': '11', 'Position in File': '3', 'Condition': 'if (pco%use_obj_labels == ""n"")', 'Local (Y/N)': 'N', 'TYPE': 'pco', 'Component': 'm', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'in_sim'}"
print.prt,11,4,y,{},"{'Line in File': '11', 'Position in File': '4', 'Condition': 'if (pco%use_obj_labels == ""n"")', 'Local (Y/N)': 'N', 'TYPE': 'pco', 'Component': 'y', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'in_sim'}"
print.prt,11,5,a,{},"{'Line in File': '11', 'Position in File': '5', 'Condition': 'if (pco%use_obj_labels == ""n"")', 'Local (Y/N)': 'N', 'TYPE': 'pco', 'Component': 'a', 'Type': 'unknown', 'Dimensions': '-', 'Swat_codetype': 'in_sim'}"
