Unique_ID,Broad_Classification,SWAT_File,database_table,DATABASE_FIELD_NAME,SWAT_Header_Name,Text_File_Structure,Position_in_File,Line_in_file,Swat_code_type,SWAT_Code_Variable_Name,Description,Core,Units,Data_Type,Minimum_Range,Maximum_Range,Default_Value,Use_in_DB
710,GENERAL,gwflow.con,gwflow,num_tile_cells,num_tile_cells,delimited,56,56,gwflow,num_tile_cells(i),num_tile_cells parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
711,GENERAL,gwflow.con,gwflow,gw_tile_groups,gw_tile_groups,delimited,57,57,gwflow,"gw_tile_groups(i,j)",gw_tile_groups parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
712,GENERAL,gwflow.con,gwflow,"grid_int,j=1,grid_ncol","grid_int,j=1,grid_ncol",delimited,58,58,gwflow,"grid_int(i,j),j=1,grid_ncol","grid_int,j=1,grid_ncol parameter from gwflow.con via gwflow_read",no,none,integer,1,9999,1,yes
713,GENERAL,gwflow.con,gwflow,gw_state%tile,gw_state%tile,delimited,59,59,gwflow,gw_state(i)%tile,gw_state%tile parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
714,GENERAL,gwflow.con,gwflow,gwsol_sorb,gwsol_sorb,delimited,60,60,gwflow,gwsol_sorb(s),gwsol_sorb parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
715,GENERAL,gwflow.con,gwflow,gwsol_rctn,gwsol_rctn,delimited,61,61,gwflow,gwsol_rctn(s),gwsol_rctn parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
716,GENERAL,gwflow.con,gwflow,canal_out_conc,canal_out_conc,delimited,62,62,gwflow,canal_out_conc(s),canal_out_conc parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
717,GENERAL,gwflow.con,gwflow,"grid_val,j=1,grid_ncol","grid_val,j=1,grid_ncol",delimited,63,63,gwflow,"grid_val(i,j),j=1,grid_ncol","grid_val,j=1,grid_ncol parameter from gwflow.con via gwflow_read",no,none,integer,1,9999,1,yes
718,GENERAL,gwflow.con,gwflow,"gwsol_state%solute%conc,s=1,gw_nsolute","gwsol_state%solute%conc,s=1,gw_nsolute",delimited,64,64,gwflow,"gwsol_state(i)%solute(s)%conc,s=1,gw_nsolute","gwsol_state%solute%conc,s=1,gw_nsolute parameter from gwflow.con via gwflow_read",no,none,string,0,999,default,yes
719,GENERAL,gwflow.con,gwflow,"cell_int,i=1,ncell","cell_int,i=1,ncell",delimited,65,65,gwflow,"cell_int(i),i=1,ncell","cell_int,i=1,ncell parameter from gwflow.con via gwflow_read",no,none,string,0,999,default,yes
720,GENERAL,gwflow.con,gwflow,"grid_int,j=1,grid_ncol","grid_int,j=1,grid_ncol",delimited,66,66,gwflow,"grid_int(i,j),j=1,grid_ncol","grid_int,j=1,grid_ncol parameter from gwflow.con via gwflow_read",no,none,integer,1,9999,1,yes
721,GENERAL,gwflow.con,gwflow,usgs_site_id,usgs_site_id,delimited,67,67,gwflow,usgs_site_id,usgs_site_id parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
722,GENERAL,gwflow.con,gwflow,usgs_lat,usgs_lat,delimited,68,68,gwflow,usgs_lat,usgs_lat parameter from gwflow.con via gwflow_read,no,deg,real,0,999,0,yes
723,GENERAL,gwflow.con,gwflow,usgs_long,usgs_long,delimited,69,69,gwflow,usgs_long,usgs_long parameter from gwflow.con via gwflow_read,no,deg,real,0,999,0,yes
724,GENERAL,gwflow.con,gwflow,"head_vals,j=1,101","head_vals,j=1,101",delimited,70,70,gwflow,"head_vals(j),j=1,101","head_vals,j=1,101 parameter from gwflow.con via gwflow_read",no,none,string,0,999,default,yes
725,GENERAL,gwflow.con,gwflow,hru_pump_ids,hru_pump_ids,delimited,71,71,gwflow,hru_pump_ids(i),hru_pump_ids parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
726,GENERAL,gwflow.con,gwflow,res_cell,res_cell,delimited,72,72,gwflow,res_cell,res_cell parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
727,GENERAL,gwflow.con,gwflow,res_id,res_id,delimited,73,73,gwflow,res_id,res_id parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
728,GENERAL,gwflow.con,gwflow,res_stage,res_stage,delimited,74,74,gwflow,res_stage,res_stage parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
729,GENERAL,gwflow.con,gwflow,gw_fp_cellid,gw_fp_cellid,delimited,75,75,gwflow,gw_fp_cellid(i),gw_fp_cellid parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
730,GENERAL,gwflow.con,gwflow,gw_fp_chanid,gw_fp_chanid,delimited,76,76,gwflow,gw_fp_chanid(i),gw_fp_chanid parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
731,GENERAL,gwflow.con,gwflow,gw_fp_K,gw_fp_K,delimited,77,77,gwflow,gw_fp_K(i),gw_fp_K parameter from gwflow.con via gwflow_read,no,mm/hr,string,0,999,default,yes
732,GENERAL,gwflow.con,gwflow,gw_fp_area,gw_fp_area,delimited,78,78,gwflow,gw_fp_area(i),gw_fp_area parameter from gwflow.con via gwflow_read,no,ha,real,0.01,100000,1,yes
733,GENERAL,gwflow.con,gwflow,canal,canal,delimited,79,79,gwflow,canal,canal parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
734,GENERAL,gwflow.con,gwflow,channel,channel,delimited,80,80,gwflow,channel,channel parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
735,GENERAL,gwflow.con,gwflow,width,width,delimited,81,81,gwflow,width,width parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
736,GENERAL,gwflow.con,gwflow,depth,depth,delimited,82,82,gwflow,depth,depth parameter from gwflow.con via gwflow_read,no,m,real,0,999,0,yes
737,GENERAL,gwflow.con,gwflow,thick,thick,delimited,83,83,gwflow,thick,thick parameter from gwflow.con via gwflow_read,no,mm/hr,string,0,999,default,yes
738,GENERAL,gwflow.con,gwflow,day_beg,day_beg,delimited,84,84,gwflow,day_beg,day_beg parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
739,GENERAL,gwflow.con,gwflow,day_end,day_end,delimited,85,85,gwflow,day_end,day_end parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
740,GENERAL,gwflow.con,gwflow,dum1,dum1,delimited,86,86,gwflow,dum1,dum1 parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
741,GENERAL,gwflow.con,gwflow,canalK_zones,canalK_zones,delimited,87,87,gwflow,canalK_zones(i),canalK_zones parameter from gwflow.con via gwflow_read,no,mm/hr,string,0,999,default,yes
742,GENERAL,gwflow.con,gwflow,cell_num,cell_num,delimited,88,88,gwflow,cell_num,cell_num parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
743,GENERAL,gwflow.con,gwflow,canal,canal,delimited,89,89,gwflow,canal,canal parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
744,GENERAL,gwflow.con,gwflow,cell_num,cell_num,delimited,90,90,gwflow,cell_num,cell_num parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
745,GENERAL,gwflow.con,gwflow,canal,canal,delimited,91,91,gwflow,canal,canal parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
746,GENERAL,gwflow.con,gwflow,length,length,delimited,92,92,gwflow,length,length parameter from gwflow.con via gwflow_read,no,m,real,0,999,0,yes
747,GENERAL,gwflow.con,gwflow,stage,stage,delimited,93,93,gwflow,stage,stage parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
748,GENERAL,gwflow.con,gwflow,K_zone,K_zone,delimited,94,94,gwflow,K_zone,K_zone parameter from gwflow.con via gwflow_read,no,mm/hr,string,0,999,default,yes
749,GENERAL,gwflow.con,gwflow,"grid_val,j=1,grid_ncol","grid_val,j=1,grid_ncol",delimited,95,95,gwflow,"grid_val(i,j),j=1,grid_ncol","grid_val,j=1,grid_ncol parameter from gwflow.con via gwflow_read",no,none,integer,1,9999,1,yes
750,GENERAL,gwflow.con,gwflow,"gwsol_minl_state%fract,m=1,gw_nminl","gwsol_minl_state%fract,m=1,gw_nminl",delimited,96,96,gwflow,"gwsol_minl_state(i)%fract(m),m=1,gw_nminl","gwsol_minl_state%fract,m=1,gw_nminl parameter from gwflow.con via gwflow_read",no,fraction,real,0,999,0,yes
751,GENERAL,gwflow.con,gwflow,lsu,lsu,delimited,97,97,gwflow,lsu,lsu parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
752,GENERAL,gwflow.con,gwflow,lsu_area,lsu_area,delimited,98,98,gwflow,lsu_area,lsu_area parameter from gwflow.con via gwflow_read,no,ha,real,0.01,100000,1,yes
753,GENERAL,gwflow.con,gwflow,lsu_cells,lsu_cells,delimited,99,99,gwflow,"lsu_cells(k,cell_count)",lsu_cells parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
754,GENERAL,gwflow.con,gwflow,poly_area,poly_area,delimited,100,100,gwflow,poly_area,poly_area parameter from gwflow.con via gwflow_read,no,ha,real,0.01,100000,1,yes
755,GENERAL,gwflow.con,gwflow,dum1,dum1,delimited,101,101,gwflow,dum1,dum1 parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
756,GENERAL,gwflow.con,gwflow,huc12,huc12,delimited,102,102,gwflow,huc12(k),huc12 parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
757,GENERAL,gwflow.con,gwflow,dum1,dum1,delimited,103,103,gwflow,dum1,dum1 parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
758,GENERAL,gwflow.con,gwflow,dum2,dum2,delimited,104,104,gwflow,dum2,dum2 parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
759,GENERAL,gwflow.con,gwflow,dum3,dum3,delimited,105,105,gwflow,dum3,dum3 parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
760,GENERAL,gwflow.con,gwflow,dum4,dum4,delimited,106,106,gwflow,dum4,dum4 parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
761,GENERAL,gwflow.con,gwflow,dum5,dum5,delimited,107,107,gwflow,dum5,dum5 parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
762,GENERAL,gwflow.con,gwflow,dum6,dum6,delimited,108,108,gwflow,dum6,dum6 parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
763,GENERAL,gwflow.con,gwflow,dum7,dum7,delimited,109,109,gwflow,dum7,dum7 parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
764,GENERAL,gwflow.con,gwflow,dum8,dum8,delimited,110,110,gwflow,dum8,dum8 parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
765,GENERAL,gwflow.con,gwflow,huc12_id,huc12_id,delimited,111,111,gwflow,huc12_id,huc12_id parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
766,GENERAL,gwflow.con,gwflow,hru_id,hru_id,delimited,112,112,gwflow,hru_id,hru_id parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
767,GENERAL,gwflow.con,gwflow,hru_area,hru_area,delimited,113,113,gwflow,hru_area,hru_area parameter from gwflow.con via gwflow_read,no,ha,real,0.01,100000,1,yes
768,GENERAL,gwflow.con,gwflow,hru_cells,hru_cells,delimited,114,114,gwflow,"hru_cells(k,cell_count)",hru_cells parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
769,GENERAL,gwflow.con,gwflow,poly_area,poly_area,delimited,115,115,gwflow,poly_area,poly_area parameter from gwflow.con via gwflow_read,no,ha,real,0.01,100000,1,yes
770,GENERAL,gwflow.con,gwflow,huc12_dum,huc12_dum,delimited,116,116,gwflow,huc12_dum,huc12_dum parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
771,GENERAL,gwflow.con,gwflow,huc12_connect,huc12_connect,delimited,117,117,gwflow,huc12_connect(k),huc12_connect parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
772,GENERAL,gwflow.con,gwflow,huc12_id,huc12_id,delimited,118,118,gwflow,huc12_id,huc12_id parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
773,GENERAL,gwflow.con,gwflow,cell_num,cell_num,delimited,119,119,gwflow,cell_num,cell_num parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
774,GENERAL,gwflow.con,gwflow,cell_num,cell_num,delimited,120,120,gwflow,cell_num,cell_num parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
775,GENERAL,gwflow.con,gwflow,hru_id,hru_id,delimited,121,121,gwflow,hru_id,hru_id parameter from gwflow.con via gwflow_read,no,none,integer,1,9999,1,yes
776,GENERAL,gwflow.con,gwflow,cell_area,cell_area,delimited,122,122,gwflow,cell_area,cell_area parameter from gwflow.con via gwflow_read,no,ha,real,0.01,100000,1,yes
777,GENERAL,gwflow.con,gwflow,poly_area,poly_area,delimited,123,123,gwflow,poly_area,poly_area parameter from gwflow.con via gwflow_read,no,ha,real,0.01,100000,1,yes
778,GENERAL,gwflow.con,gwflow,obs_channels,obs_channels,delimited,124,124,gwflow,obs_channels(i),obs_channels parameter from gwflow.con via gwflow_read,no,none,string,0,999,default,yes
779,GENERAL,gwflow.con,gwflow,"obs_flow_vals,j=1,gw_num_obs_chan","obs_flow_vals,j=1,gw_num_obs_chan",delimited,125,125,gwflow,"obs_flow_vals(j,i),j=1,gw_num_obs_chan","obs_flow_vals,j=1,gw_num_obs_chan parameter from gwflow.con via gwflow_read",no,m3/s,integer,1,9999,1,yes
780,GENERAL,gwflow.con,gwflow,bsn,bsn,delimited,126,126,gwflow,bsn,bsn parameter from gwflow.con via basin_read_objs,no,none,string,0,999,default,yes
781,GENERAL,gwflow.con,gwflow,sp_ob,sp_ob,delimited,127,127,gwflow,sp_ob,sp_ob parameter from gwflow.con via basin_read_objs,no,none,string,0,999,default,yes
782,CHANNEL,gwflow.con,gwflow,cell_ID,cell_ID,delimited,128,128,gwflow,cell_ID,cell_ID parameter from gwflow.con via gwflow_chan_read,no,none,integer,1,9999,1,yes
783,CHANNEL,gwflow.con,gwflow,bed_elev,bed_elev,delimited,129,129,gwflow,bed_elev,bed_elev parameter from gwflow.con via gwflow_chan_read,no,m,real,0,999,0,yes
784,CHANNEL,gwflow.con,gwflow,channel,channel,delimited,130,130,gwflow,channel,channel parameter from gwflow.con via gwflow_chan_read,no,none,string,0,999,default,yes
785,CHANNEL,gwflow.con,gwflow,chan_length,chan_length,delimited,131,131,gwflow,chan_length,chan_length parameter from gwflow.con via gwflow_chan_read,no,m,real,0,999,0,yes
786,CHANNEL,gwflow.con,gwflow,chan_zone,chan_zone,delimited,132,132,gwflow,chan_zone,chan_zone parameter from gwflow.con via gwflow_chan_read,no,none,string,0,999,default,yes
787,HRU,gwflow.con,gwflow,hru_db%dbsc,hru_db%dbsc,delimited,133,133,gwflow,hru_db(i)%dbsc,hru_db%dbsc parameter from gwflow.con via hru_read,no,none,string,0,999,default,yes
788,CHANNEL,gwflow.con,gwflow,ch_dat_c,ch_dat_c,delimited,134,134,gwflow,ch_dat_c(ichi),ch_dat_c parameter from gwflow.con via ch_read,no,none,string,0,999,default,yes
789,GENERAL,gwflow.con,gwflow,wet_hyddb,wet_hyddb,delimited,135,135,gwflow,wet_hyddb(ires),wet_hyddb parameter from gwflow.con via wet_read_hyd,no,none,string,0,999,default,yes
790,GENERAL,gwflow.con,gwflow,dum1,dum1,delimited,136,136,gwflow,dum1,dum1 parameter from gwflow.con via wet_read_hyd,no,none,string,0,999,default,yes
791,GENERAL,gwflow.con,gwflow,wet_thick,wet_thick,delimited,137,137,gwflow,wet_thick(ires),wet_thick parameter from gwflow.con via wet_read_hyd,no,mm/hr,string,0,999,default,yes
792,RESERVOIR,aquifer.con,aquifer,res_dat_c,res_dat_c,delimited,1,1,aquifer,res_dat_c(ires),res_dat_c parameter from aquifer.con via res_read,no,none,string,0,999,default,yes
793,AQUIFER,aquifer.con,aquifer,aqudb,aqudb,delimited,2,2,aquifer,aqudb(i),aqudb parameter from aquifer.con via aqu_read,no,none,string,0,999,default,yes
794,HRU,aquifer.con,aquifer,hru_db%dbsc,hru_db%dbsc,delimited,3,3,aquifer,hru_db(i)%dbsc,hru_db%dbsc parameter from aquifer.con via hru_read,no,none,string,0,999,default,yes
795,CHANNEL,aquifer.con,aquifer,ch_dat_c,ch_dat_c,delimited,4,4,aquifer,ch_dat_c(ichi),ch_dat_c parameter from aquifer.con via ch_read,no,none,string,0,999,default,yes
796,HRU,aquifer2d.con,aquifer2d,hru_db%dbsc,hru_db%dbsc,delimited,1,1,aquifer2d,hru_db(i)%dbsc,hru_db%dbsc parameter from aquifer2d.con via hru_read,no,none,string,0,999,default,yes
797,RESERVOIR,aquifer2d.con,aquifer2d,res_dat_c,res_dat_c,delimited,2,2,aquifer2d,res_dat_c(ires),res_dat_c parameter from aquifer2d.con via res_read,no,none,string,0,999,default,yes
798,CHANNEL,aquifer2d.con,aquifer2d,ch_dat_c,ch_dat_c,delimited,3,3,aquifer2d,ch_dat_c(ichi),ch_dat_c parameter from aquifer2d.con via ch_read,no,none,string,0,999,default,yes
799,AQUIFER,aquifer2d.con,aquifer2d,aqudb,aqudb,delimited,4,4,aquifer2d,aqudb(i),aqudb parameter from aquifer2d.con via aqu_read,no,none,string,0,999,default,yes
800,RESERVOIR,channel.con,channel,res_dat_c,res_dat_c,delimited,1,1,channel,res_dat_c(ires),res_dat_c parameter from channel.con via res_read,no,none,string,0,999,default,yes
801,SALT,channel.con,channel,salt_cha_ini%name,salt_cha_ini%name,delimited,2,2,channel,salt_cha_ini(isalti)%name,salt_cha_ini%name parameter from channel.con via salt_cha_read,no,none,string,0,999,default,yes
802,SALT,channel.con,channel,salt_cha_ini%conc,salt_cha_ini%conc,delimited,3,3,channel,salt_cha_ini(isalti)%conc,salt_cha_ini%conc parameter from channel.con via salt_cha_read,no,none,string,0,999,default,yes
803,AQUIFER,channel.con,channel,aqudb,aqudb,delimited,4,4,channel,aqudb(i),aqudb parameter from channel.con via aqu_read,no,none,string,0,999,default,yes
804,GENERAL,channel.con,channel,cs_cha_ini%name,cs_cha_ini%name,delimited,5,5,channel,cs_cha_ini(icsi)%name,cs_cha_ini%name parameter from channel.con via cs_cha_read,no,none,string,0,999,default,yes
805,GENERAL,channel.con,channel,cs_cha_ini%conc,cs_cha_ini%conc,delimited,6,6,channel,cs_cha_ini(icsi)%conc,cs_cha_ini%conc parameter from channel.con via cs_cha_read,no,none,string,0,999,default,yes
806,GENERAL,channel.con,channel,cs_str_obs,cs_str_obs,delimited,7,7,channel,cs_str_obs(i),cs_str_obs parameter from channel.con via cs_cha_read,no,none,string,0,999,default,yes
807,HRU,channel.con,channel,hru_db%dbsc,hru_db%dbsc,delimited,8,8,channel,hru_db(i)%dbsc,hru_db%dbsc parameter from channel.con via hru_read,no,none,string,0,999,default,yes
808,CHANNEL,channel.con,channel,ch_dat_c,ch_dat_c,delimited,9,9,channel,ch_dat_c(ichi),ch_dat_c parameter from channel.con via ch_read,no,none,string,0,999,default,yes
809,RESERVOIR,reservoir.con,reservoir,res_dat_c,res_dat_c,delimited,1,1,reservoir,res_dat_c(ires),res_dat_c parameter from reservoir.con via res_read,no,none,string,0,999,default,yes
810,AQUIFER,reservoir.con,reservoir,aqudb,aqudb,delimited,2,2,reservoir,aqudb(i),aqudb parameter from reservoir.con via aqu_read,no,none,string,0,999,default,yes
811,RESERVOIR,reservoir.con,reservoir,res_dat_c_cs,res_dat_c_cs,delimited,3,3,reservoir,res_dat_c_cs(ires),res_dat_c_cs parameter from reservoir.con via res_read_salt_cs,no,none,string,0,999,default,yes
812,HRU,reservoir.con,reservoir,hru_db%dbsc,hru_db%dbsc,delimited,4,4,reservoir,hru_db(i)%dbsc,hru_db%dbsc parameter from reservoir.con via hru_read,no,none,string,0,999,default,yes
813,CHANNEL,reservoir.con,reservoir,ch_dat_c,ch_dat_c,delimited,5,5,reservoir,ch_dat_c(ichi),ch_dat_c parameter from reservoir.con via ch_read,no,none,string,0,999,default,yes
814,RESERVOIR,recall.con,recall,res_dat_c,res_dat_c,delimited,1,1,recall,res_dat_c(ires),res_dat_c parameter from recall.con via res_read,no,none,string,0,999,default,yes
815,SALT,recall.con,recall,jday,jday,delimited,2,2,recall,jday,jday parameter from recall.con via recall_read_salt,no,none,integer,1,9999,1,yes
816,SALT,recall.con,recall,mo,mo,delimited,3,3,recall,mo,mo parameter from recall.con via recall_read_salt,no,none,string,0,999,default,yes
817,SALT,recall.con,recall,day_mo,day_mo,delimited,4,4,recall,day_mo,day_mo parameter from recall.con via recall_read_salt,no,none,integer,1,9999,1,yes
818,SALT,recall.con,recall,iyr,iyr,delimited,5,5,recall,iyr,iyr parameter from recall.con via recall_read_salt,no,none,integer,1,9999,1,yes
819,SALT,recall.con,recall,jday,jday,delimited,6,6,recall,jday,jday parameter from recall.con via recall_read_salt,no,none,integer,1,9999,1,yes
820,SALT,recall.con,recall,mo,mo,delimited,7,7,recall,mo,mo parameter from recall.con via recall_read_salt,no,none,string,0,999,default,yes
821,SALT,recall.con,recall,day_mo,day_mo,delimited,8,8,recall,day_mo,day_mo parameter from recall.con via recall_read_salt,no,none,integer,1,9999,1,yes
822,SALT,recall.con,recall,iyr,iyr,delimited,9,9,recall,iyr,iyr parameter from recall.con via recall_read_salt,no,none,integer,1,9999,1,yes
823,SALT,recall.con,recall,ob_typ,ob_typ,delimited,10,10,recall,ob_typ,ob_typ parameter from recall.con via recall_read_salt,no,none,string,0,999,default,yes
824,SALT,recall.con,recall,ob_name,ob_name,delimited,11,11,recall,ob_name,ob_name parameter from recall.con via recall_read_salt,no,none,string,0,999,default,yes
825,SALT,recall.con,recall,"rec_salt%hd_salt%salt,isalt=1,cs_db%num_salts","rec_salt%hd_salt%salt,isalt=1,cs_db%num_salts",delimited,12,12,recall,"rec_salt(i)%hd_salt(istep,iyrs)%salt(isalt),isalt=1,cs_db%num_salts","rec_salt%hd_salt%salt,isalt=1,cs_db%num_salts parameter from recall.con via recall_read_salt",no,none,integer,1,9999,1,yes
826,SALT,recall.con,recall,rec_salt%name,rec_salt%name,delimited,13,13,recall,rec_salt(i)%name,rec_salt%name parameter from recall.con via recall_read_salt,no,none,string,0,999,default,yes
827,SALT,recall.con,recall,rec_salt%typ,rec_salt%typ,delimited,14,14,recall,rec_salt(i)%typ,rec_salt%typ parameter from recall.con via recall_read_salt,no,none,string,0,999,default,yes
828,SALT,recall.con,recall,rec_salt%filename,rec_salt%filename,delimited,15,15,recall,rec_salt(i)%filename,rec_salt%filename parameter from recall.con via recall_read_salt,no,m,real,0,999,0,yes
829,GENERAL,recall.con,recall,jday,jday,delimited,16,16,recall,jday,jday parameter from recall.con via recall_read_cs,no,none,integer,1,9999,1,yes
830,GENERAL,recall.con,recall,mo,mo,delimited,17,17,recall,mo,mo parameter from recall.con via recall_read_cs,no,none,string,0,999,default,yes
831,GENERAL,recall.con,recall,day_mo,day_mo,delimited,18,18,recall,day_mo,day_mo parameter from recall.con via recall_read_cs,no,none,integer,1,9999,1,yes
832,GENERAL,recall.con,recall,iyr,iyr,delimited,19,19,recall,iyr,iyr parameter from recall.con via recall_read_cs,no,none,integer,1,9999,1,yes
833,GENERAL,recall.con,recall,jday,jday,delimited,20,20,recall,jday,jday parameter from recall.con via recall_read_cs,no,none,integer,1,9999,1,yes
834,GENERAL,recall.con,recall,mo,mo,delimited,21,21,recall,mo,mo parameter from recall.con via recall_read_cs,no,none,string,0,999,default,yes
835,GENERAL,recall.con,recall,day_mo,day_mo,delimited,22,22,recall,day_mo,day_mo parameter from recall.con via recall_read_cs,no,none,integer,1,9999,1,yes
836,GENERAL,recall.con,recall,iyr,iyr,delimited,23,23,recall,iyr,iyr parameter from recall.con via recall_read_cs,no,none,integer,1,9999,1,yes
837,GENERAL,recall.con,recall,ob_typ,ob_typ,delimited,24,24,recall,ob_typ,ob_typ parameter from recall.con via recall_read_cs,no,none,string,0,999,default,yes
838,GENERAL,recall.con,recall,ob_name,ob_name,delimited,25,25,recall,ob_name,ob_name parameter from recall.con via recall_read_cs,no,none,string,0,999,default,yes
839,GENERAL,recall.con,recall,"rec_cs%hd_cs%cs,ics=1,cs_db%num_cs","rec_cs%hd_cs%cs,ics=1,cs_db%num_cs",delimited,26,26,recall,"rec_cs(i)%hd_cs(istep,iyrs)%cs(ics),ics=1,cs_db%num_cs","rec_cs%hd_cs%cs,ics=1,cs_db%num_cs parameter from recall.con via recall_read_cs",no,none,integer,1,9999,1,yes
840,GENERAL,recall.con,recall,rec_cs%name,rec_cs%name,delimited,27,27,recall,rec_cs(i)%name,rec_cs%name parameter from recall.con via recall_read_cs,no,none,string,0,999,default,yes
841,GENERAL,recall.con,recall,rec_cs%typ,rec_cs%typ,delimited,28,28,recall,rec_cs(i)%typ,rec_cs%typ parameter from recall.con via recall_read_cs,no,none,string,0,999,default,yes
842,GENERAL,recall.con,recall,rec_cs%filename,rec_cs%filename,delimited,29,29,recall,rec_cs(i)%filename,rec_cs%filename parameter from recall.con via recall_read_cs,no,m,real,0,999,0,yes
843,AQUIFER,recall.con,recall,aqudb,aqudb,delimited,30,30,recall,aqudb(i),aqudb parameter from recall.con via aqu_read,no,none,string,0,999,default,yes
844,GENERAL,recall.con,recall,jday,jday,delimited,31,31,recall,jday,jday parameter from recall.con via recall_read,no,none,integer,1,9999,1,yes
845,GENERAL,recall.con,recall,mo,mo,delimited,32,32,recall,mo,mo parameter from recall.con via recall_read,no,none,string,0,999,default,yes
846,GENERAL,recall.con,recall,day_mo,day_mo,delimited,33,33,recall,day_mo,day_mo parameter from recall.con via recall_read,no,none,integer,1,9999,1,yes
847,GENERAL,recall.con,recall,iyr,iyr,delimited,34,34,recall,iyr,iyr parameter from recall.con via recall_read,no,none,integer,1,9999,1,yes
848,GENERAL,recall.con,recall,jday1,jday1,delimited,35,35,recall,jday1,jday1 parameter from recall.con via recall_read,no,none,integer,1,9999,1,yes
849,GENERAL,recall.con,recall,mo1,mo1,delimited,36,36,recall,mo1,mo1 parameter from recall.con via recall_read,no,none,string,0,999,default,yes
850,GENERAL,recall.con,recall,day_mo,day_mo,delimited,37,37,recall,day_mo,day_mo parameter from recall.con via recall_read,no,none,integer,1,9999,1,yes
851,GENERAL,recall.con,recall,iyr,iyr,delimited,38,38,recall,iyr,iyr parameter from recall.con via recall_read,no,none,integer,1,9999,1,yes
852,GENERAL,recall.con,recall,jday,jday,delimited,39,39,recall,jday,jday parameter from recall.con via recall_read,no,none,integer,1,9999,1,yes
853,GENERAL,recall.con,recall,mo,mo,delimited,40,40,recall,mo,mo parameter from recall.con via recall_read,no,none,string,0,999,default,yes
854,GENERAL,recall.con,recall,day_mo,day_mo,delimited,41,41,recall,day_mo,day_mo parameter from recall.con via recall_read,no,none,integer,1,9999,1,yes
855,GENERAL,recall.con,recall,iyr,iyr,delimited,42,42,recall,iyr,iyr parameter from recall.con via recall_read,no,none,integer,1,9999,1,yes
856,GENERAL,recall.con,recall,ob_typ,ob_typ,delimited,43,43,recall,ob_typ,ob_typ parameter from recall.con via recall_read,no,none,string,0,999,default,yes
857,GENERAL,recall.con,recall,ob_name,ob_name,delimited,44,44,recall,ob_name,ob_name parameter from recall.con via recall_read,no,none,string,0,999,default,yes
858,GENERAL,recall.con,recall,recall%hd,recall%hd,delimited,45,45,recall,"recall(i)%hd(jday1,iyrs)",recall%hd parameter from recall.con via recall_read,no,none,string,0,999,default,yes
859,GENERAL,recall.con,recall,jday,jday,delimited,46,46,recall,jday,jday parameter from recall.con via recall_read,no,none,integer,1,9999,1,yes
