Unique_ID,Broad_Classification,SWAT_File,database_table,DATABASE_FIELD_NAME,SWAT_Header_Name,Text_File_Structure,Position_in_File,Line_in_file,Swat_code_type,SWAT_Code_Variable_Name,Description,Core,Units,Data_Type,Minimum_Range,Maximum_Range,Default_Value,Use_in_DB
419,CLIMATE,hmd.cli,hmd,ihr,ihr,delimited,43,43,hmd,ihr,ihr parameter from hmd.cli via cli_pmeas,no,none,string,0,999,default,yes
420,CLIMATE,hmd.cli,hmd,pcp%tss,pcp%tss,delimited,44,44,hmd,"pcp(i)%tss(iss,istep,iyrs)",pcp%tss parameter from hmd.cli via cli_pmeas,no,mm,real,0,999,0,yes
421,CLIMATE,hmd.cli,hmd,iyr,iyr,delimited,45,45,hmd,iyr,iyr parameter from hmd.cli via cli_pmeas,no,none,integer,1,9999,1,yes
422,CLIMATE,hmd.cli,hmd,istep,istep,delimited,46,46,hmd,istep,istep parameter from hmd.cli via cli_pmeas,no,none,string,0,999,default,yes
423,CLIMATE,hmd.cli,hmd,pcp%ts,pcp%ts,delimited,47,47,hmd,"pcp(i)%ts(istep,iyrs)",pcp%ts parameter from hmd.cli via cli_pmeas,no,mm,real,0,999,0,yes
424,CLIMATE,hmd.cli,hmd,pcp_n,pcp_n,delimited,48,48,hmd,pcp_n(i),pcp_n parameter from hmd.cli via cli_pmeas,no,mm,real,0,999,0,yes
425,CLIMATE,hmd.cli,hmd,pcp%filename,pcp%filename,delimited,49,49,hmd,pcp(i)%filename,pcp%filename parameter from hmd.cli via cli_pmeas,no,m,real,0,999,0,yes
426,CLIMATE,wnd.cli,wnd,wst%name,wst%name,delimited,1,1,wnd,wst(i)%name,wst%name parameter from wnd.cli via cli_staread,no,none,string,0,999,default,yes
427,CLIMATE,wnd.cli,wnd,wst%wco_c,wst%wco_c,delimited,2,2,wnd,wst(i)%wco_c,wst%wco_c parameter from wnd.cli via cli_staread,no,none,string,0,999,default,yes
428,CLIMATE,wnd.cli,wnd,tmp%nbyr,tmp%nbyr,delimited,3,3,wnd,tmp(i)%nbyr,tmp%nbyr parameter from wnd.cli via cli_tmeas,no,degC,integer,1,9999,1,yes
429,CLIMATE,wnd.cli,wnd,tmp%tstep,tmp%tstep,delimited,4,4,wnd,tmp(i)%tstep,tmp%tstep parameter from wnd.cli via cli_tmeas,no,degC,integer,1,9999,1,yes
430,CLIMATE,wnd.cli,wnd,tmp%lat,tmp%lat,delimited,5,5,wnd,tmp(i)%lat,tmp%lat parameter from wnd.cli via cli_tmeas,no,deg,real,0,999,0,yes
431,CLIMATE,wnd.cli,wnd,tmp%long,tmp%long,delimited,6,6,wnd,tmp(i)%long,tmp%long parameter from wnd.cli via cli_tmeas,no,deg,real,0,999,0,yes
432,CLIMATE,wnd.cli,wnd,tmp%elev,tmp%elev,delimited,7,7,wnd,tmp(i)%elev,tmp%elev parameter from wnd.cli via cli_tmeas,no,m,real,0,999,0,yes
433,CLIMATE,wnd.cli,wnd,iyr,iyr,delimited,8,8,wnd,iyr,iyr parameter from wnd.cli via cli_tmeas,no,none,integer,1,9999,1,yes
434,CLIMATE,wnd.cli,wnd,istep,istep,delimited,9,9,wnd,istep,istep parameter from wnd.cli via cli_tmeas,no,none,string,0,999,default,yes
435,CLIMATE,wnd.cli,wnd,iyr,iyr,delimited,10,10,wnd,iyr,iyr parameter from wnd.cli via cli_tmeas,no,none,integer,1,9999,1,yes
436,CLIMATE,wnd.cli,wnd,istep,istep,delimited,11,11,wnd,istep,istep parameter from wnd.cli via cli_tmeas,no,none,string,0,999,default,yes
437,CLIMATE,wnd.cli,wnd,tempx,tempx,delimited,12,12,wnd,tempx,tempx parameter from wnd.cli via cli_tmeas,no,none,string,0,999,default,yes
438,CLIMATE,wnd.cli,wnd,tempn,tempn,delimited,13,13,wnd,tempn,tempn parameter from wnd.cli via cli_tmeas,no,none,string,0,999,default,yes
439,CLIMATE,wnd.cli,wnd,iyr,iyr,delimited,14,14,wnd,iyr,iyr parameter from wnd.cli via cli_tmeas,no,none,integer,1,9999,1,yes
440,CLIMATE,wnd.cli,wnd,istep,istep,delimited,15,15,wnd,istep,istep parameter from wnd.cli via cli_tmeas,no,none,string,0,999,default,yes
441,CLIMATE,wnd.cli,wnd,tmp%ts,tmp%ts,delimited,16,16,wnd,"tmp(i)%ts(istep,iyrs)",tmp%ts parameter from wnd.cli via cli_tmeas,no,degC,real,0,999,0,yes
442,CLIMATE,wnd.cli,wnd,tmp%ts2,tmp%ts2,delimited,17,17,wnd,"tmp(i)%ts2(istep,iyrs)",tmp%ts2 parameter from wnd.cli via cli_tmeas,no,degC,real,0,999,0,yes
443,CLIMATE,wnd.cli,wnd,tmp_n,tmp_n,delimited,18,18,wnd,tmp_n(i),tmp_n parameter from wnd.cli via cli_tmeas,no,degC,real,0,999,0,yes
444,CLIMATE,wnd.cli,wnd,tmp%filename,tmp%filename,delimited,19,19,wnd,tmp(i)%filename,tmp%filename parameter from wnd.cli via cli_tmeas,no,m,real,0,999,0,yes
445,CLIMATE,wnd.cli,wnd,wnd%nbyr,wnd%nbyr,delimited,20,20,wnd,wnd(i)%nbyr,wnd%nbyr parameter from wnd.cli via cli_wmeas,no,none,integer,1,9999,1,yes
446,CLIMATE,wnd.cli,wnd,wnd%tstep,wnd%tstep,delimited,21,21,wnd,wnd(i)%tstep,wnd%tstep parameter from wnd.cli via cli_wmeas,no,none,integer,1,9999,1,yes
447,CLIMATE,wnd.cli,wnd,wnd%lat,wnd%lat,delimited,22,22,wnd,wnd(i)%lat,wnd%lat parameter from wnd.cli via cli_wmeas,no,deg,real,0,999,0,yes
448,CLIMATE,wnd.cli,wnd,wnd%long,wnd%long,delimited,23,23,wnd,wnd(i)%long,wnd%long parameter from wnd.cli via cli_wmeas,no,deg,real,0,999,0,yes
449,CLIMATE,wnd.cli,wnd,wnd%elev,wnd%elev,delimited,24,24,wnd,wnd(i)%elev,wnd%elev parameter from wnd.cli via cli_wmeas,no,m,real,0,999,0,yes
450,CLIMATE,wnd.cli,wnd,iyr,iyr,delimited,25,25,wnd,iyr,iyr parameter from wnd.cli via cli_wmeas,no,none,integer,1,9999,1,yes
451,CLIMATE,wnd.cli,wnd,istep,istep,delimited,26,26,wnd,istep,istep parameter from wnd.cli via cli_wmeas,no,none,string,0,999,default,yes
452,CLIMATE,wnd.cli,wnd,iyr,iyr,delimited,27,27,wnd,iyr,iyr parameter from wnd.cli via cli_wmeas,no,none,integer,1,9999,1,yes
453,CLIMATE,wnd.cli,wnd,istep,istep,delimited,28,28,wnd,istep,istep parameter from wnd.cli via cli_wmeas,no,none,string,0,999,default,yes
454,CLIMATE,wnd.cli,wnd,wnd%ts,wnd%ts,delimited,29,29,wnd,"wnd(i)%ts(istep,iyrs)",wnd%ts parameter from wnd.cli via cli_wmeas,no,none,string,0,999,default,yes
455,CLIMATE,wnd.cli,wnd,wnd_n,wnd_n,delimited,30,30,wnd,wnd_n(i),wnd_n parameter from wnd.cli via cli_wmeas,no,none,string,0,999,default,yes
456,CLIMATE,wnd.cli,wnd,wnd%filename,wnd%filename,delimited,31,31,wnd,wnd(i)%filename,wnd%filename parameter from wnd.cli via cli_wmeas,no,m,real,0,999,0,yes
457,CLIMATE,wnd.cli,wnd,pcp%nbyr,pcp%nbyr,delimited,32,32,wnd,pcp(i)%nbyr,pcp%nbyr parameter from wnd.cli via cli_pmeas,no,mm,integer,1,9999,1,yes
458,CLIMATE,wnd.cli,wnd,pcp%tstep,pcp%tstep,delimited,33,33,wnd,pcp(i)%tstep,pcp%tstep parameter from wnd.cli via cli_pmeas,no,mm,integer,1,9999,1,yes
459,CLIMATE,wnd.cli,wnd,pcp%lat,pcp%lat,delimited,34,34,wnd,pcp(i)%lat,pcp%lat parameter from wnd.cli via cli_pmeas,no,deg,real,0,999,0,yes
460,CLIMATE,wnd.cli,wnd,pcp%long,pcp%long,delimited,35,35,wnd,pcp(i)%long,pcp%long parameter from wnd.cli via cli_pmeas,no,deg,real,0,999,0,yes
461,CLIMATE,wnd.cli,wnd,pcp%elev,pcp%elev,delimited,36,36,wnd,pcp(i)%elev,pcp%elev parameter from wnd.cli via cli_pmeas,no,m,real,0,999,0,yes
462,CLIMATE,wnd.cli,wnd,iyr,iyr,delimited,37,37,wnd,iyr,iyr parameter from wnd.cli via cli_pmeas,no,none,integer,1,9999,1,yes
463,CLIMATE,wnd.cli,wnd,istep,istep,delimited,38,38,wnd,istep,istep parameter from wnd.cli via cli_pmeas,no,none,string,0,999,default,yes
464,CLIMATE,wnd.cli,wnd,iyr,iyr,delimited,39,39,wnd,iyr,iyr parameter from wnd.cli via cli_pmeas,no,none,integer,1,9999,1,yes
465,CLIMATE,wnd.cli,wnd,istep,istep,delimited,40,40,wnd,istep,istep parameter from wnd.cli via cli_pmeas,no,none,string,0,999,default,yes
466,CLIMATE,wnd.cli,wnd,mo,mo,delimited,41,41,wnd,mo,mo parameter from wnd.cli via cli_pmeas,no,none,string,0,999,default,yes
467,CLIMATE,wnd.cli,wnd,day_mo,day_mo,delimited,42,42,wnd,day_mo,day_mo parameter from wnd.cli via cli_pmeas,no,none,integer,1,9999,1,yes
468,CLIMATE,wnd.cli,wnd,ihr,ihr,delimited,43,43,wnd,ihr,ihr parameter from wnd.cli via cli_pmeas,no,none,string,0,999,default,yes
469,CLIMATE,wnd.cli,wnd,pcp%tss,pcp%tss,delimited,44,44,wnd,"pcp(i)%tss(iss,istep,iyrs)",pcp%tss parameter from wnd.cli via cli_pmeas,no,mm,real,0,999,0,yes
470,CLIMATE,wnd.cli,wnd,iyr,iyr,delimited,45,45,wnd,iyr,iyr parameter from wnd.cli via cli_pmeas,no,none,integer,1,9999,1,yes
471,CLIMATE,wnd.cli,wnd,istep,istep,delimited,46,46,wnd,istep,istep parameter from wnd.cli via cli_pmeas,no,none,string,0,999,default,yes
472,CLIMATE,wnd.cli,wnd,pcp%ts,pcp%ts,delimited,47,47,wnd,"pcp(i)%ts(istep,iyrs)",pcp%ts parameter from wnd.cli via cli_pmeas,no,mm,real,0,999,0,yes
473,CLIMATE,wnd.cli,wnd,pcp_n,pcp_n,delimited,48,48,wnd,pcp_n(i),pcp_n parameter from wnd.cli via cli_pmeas,no,mm,real,0,999,0,yes
474,CLIMATE,wnd.cli,wnd,pcp%filename,pcp%filename,delimited,49,49,wnd,pcp(i)%filename,pcp%filename parameter from wnd.cli via cli_pmeas,no,m,real,0,999,0,yes
475,CLIMATE,atmodep.cli,atmodep,wst%name,wst%name,delimited,1,1,atmodep,wst(i)%name,wst%name parameter from atmodep.cli via cli_staread,no,none,string,0,999,default,yes
476,CLIMATE,atmodep.cli,atmodep,wst%wco_c,wst%wco_c,delimited,2,2,atmodep,wst(i)%wco_c,wst%wco_c parameter from atmodep.cli via cli_staread,no,none,string,0,999,default,yes
477,CLIMATE,atmodep.cli,atmodep,tmp%nbyr,tmp%nbyr,delimited,3,3,atmodep,tmp(i)%nbyr,tmp%nbyr parameter from atmodep.cli via cli_tmeas,no,degC,integer,1,9999,1,yes
478,CLIMATE,atmodep.cli,atmodep,tmp%tstep,tmp%tstep,delimited,4,4,atmodep,tmp(i)%tstep,tmp%tstep parameter from atmodep.cli via cli_tmeas,no,degC,integer,1,9999,1,yes
479,CLIMATE,atmodep.cli,atmodep,tmp%lat,tmp%lat,delimited,5,5,atmodep,tmp(i)%lat,tmp%lat parameter from atmodep.cli via cli_tmeas,no,deg,real,0,999,0,yes
480,CLIMATE,atmodep.cli,atmodep,tmp%long,tmp%long,delimited,6,6,atmodep,tmp(i)%long,tmp%long parameter from atmodep.cli via cli_tmeas,no,deg,real,0,999,0,yes
481,CLIMATE,atmodep.cli,atmodep,tmp%elev,tmp%elev,delimited,7,7,atmodep,tmp(i)%elev,tmp%elev parameter from atmodep.cli via cli_tmeas,no,m,real,0,999,0,yes
482,CLIMATE,atmodep.cli,atmodep,iyr,iyr,delimited,8,8,atmodep,iyr,iyr parameter from atmodep.cli via cli_tmeas,no,none,integer,1,9999,1,yes
483,CLIMATE,atmodep.cli,atmodep,istep,istep,delimited,9,9,atmodep,istep,istep parameter from atmodep.cli via cli_tmeas,no,none,string,0,999,default,yes
484,CLIMATE,atmodep.cli,atmodep,iyr,iyr,delimited,10,10,atmodep,iyr,iyr parameter from atmodep.cli via cli_tmeas,no,none,integer,1,9999,1,yes
485,CLIMATE,atmodep.cli,atmodep,istep,istep,delimited,11,11,atmodep,istep,istep parameter from atmodep.cli via cli_tmeas,no,none,string,0,999,default,yes
486,CLIMATE,atmodep.cli,atmodep,tempx,tempx,delimited,12,12,atmodep,tempx,tempx parameter from atmodep.cli via cli_tmeas,no,none,string,0,999,default,yes
487,CLIMATE,atmodep.cli,atmodep,tempn,tempn,delimited,13,13,atmodep,tempn,tempn parameter from atmodep.cli via cli_tmeas,no,none,string,0,999,default,yes
488,CLIMATE,atmodep.cli,atmodep,iyr,iyr,delimited,14,14,atmodep,iyr,iyr parameter from atmodep.cli via cli_tmeas,no,none,integer,1,9999,1,yes
489,CLIMATE,atmodep.cli,atmodep,istep,istep,delimited,15,15,atmodep,istep,istep parameter from atmodep.cli via cli_tmeas,no,none,string,0,999,default,yes
490,CLIMATE,atmodep.cli,atmodep,tmp%ts,tmp%ts,delimited,16,16,atmodep,"tmp(i)%ts(istep,iyrs)",tmp%ts parameter from atmodep.cli via cli_tmeas,no,degC,real,0,999,0,yes
491,CLIMATE,atmodep.cli,atmodep,tmp%ts2,tmp%ts2,delimited,17,17,atmodep,"tmp(i)%ts2(istep,iyrs)",tmp%ts2 parameter from atmodep.cli via cli_tmeas,no,degC,real,0,999,0,yes
492,CLIMATE,atmodep.cli,atmodep,tmp_n,tmp_n,delimited,18,18,atmodep,tmp_n(i),tmp_n parameter from atmodep.cli via cli_tmeas,no,degC,real,0,999,0,yes
493,CLIMATE,atmodep.cli,atmodep,tmp%filename,tmp%filename,delimited,19,19,atmodep,tmp(i)%filename,tmp%filename parameter from atmodep.cli via cli_tmeas,no,m,real,0,999,0,yes
494,CLIMATE,atmodep.cli,atmodep,pcp%nbyr,pcp%nbyr,delimited,20,20,atmodep,pcp(i)%nbyr,pcp%nbyr parameter from atmodep.cli via cli_pmeas,no,mm,integer,1,9999,1,yes
495,CLIMATE,atmodep.cli,atmodep,pcp%tstep,pcp%tstep,delimited,21,21,atmodep,pcp(i)%tstep,pcp%tstep parameter from atmodep.cli via cli_pmeas,no,mm,integer,1,9999,1,yes
496,CLIMATE,atmodep.cli,atmodep,pcp%lat,pcp%lat,delimited,22,22,atmodep,pcp(i)%lat,pcp%lat parameter from atmodep.cli via cli_pmeas,no,deg,real,0,999,0,yes
497,CLIMATE,atmodep.cli,atmodep,pcp%long,pcp%long,delimited,23,23,atmodep,pcp(i)%long,pcp%long parameter from atmodep.cli via cli_pmeas,no,deg,real,0,999,0,yes
498,CLIMATE,atmodep.cli,atmodep,pcp%elev,pcp%elev,delimited,24,24,atmodep,pcp(i)%elev,pcp%elev parameter from atmodep.cli via cli_pmeas,no,m,real,0,999,0,yes
499,CLIMATE,atmodep.cli,atmodep,iyr,iyr,delimited,25,25,atmodep,iyr,iyr parameter from atmodep.cli via cli_pmeas,no,none,integer,1,9999,1,yes
500,CLIMATE,atmodep.cli,atmodep,istep,istep,delimited,26,26,atmodep,istep,istep parameter from atmodep.cli via cli_pmeas,no,none,string,0,999,default,yes
501,CLIMATE,atmodep.cli,atmodep,iyr,iyr,delimited,27,27,atmodep,iyr,iyr parameter from atmodep.cli via cli_pmeas,no,none,integer,1,9999,1,yes
502,CLIMATE,atmodep.cli,atmodep,istep,istep,delimited,28,28,atmodep,istep,istep parameter from atmodep.cli via cli_pmeas,no,none,string,0,999,default,yes
503,CLIMATE,atmodep.cli,atmodep,mo,mo,delimited,29,29,atmodep,mo,mo parameter from atmodep.cli via cli_pmeas,no,none,string,0,999,default,yes
504,CLIMATE,atmodep.cli,atmodep,day_mo,day_mo,delimited,30,30,atmodep,day_mo,day_mo parameter from atmodep.cli via cli_pmeas,no,none,integer,1,9999,1,yes
505,CLIMATE,atmodep.cli,atmodep,ihr,ihr,delimited,31,31,atmodep,ihr,ihr parameter from atmodep.cli via cli_pmeas,no,none,string,0,999,default,yes
506,CLIMATE,atmodep.cli,atmodep,pcp%tss,pcp%tss,delimited,32,32,atmodep,"pcp(i)%tss(iss,istep,iyrs)",pcp%tss parameter from atmodep.cli via cli_pmeas,no,mm,real,0,999,0,yes
507,CLIMATE,atmodep.cli,atmodep,iyr,iyr,delimited,33,33,atmodep,iyr,iyr parameter from atmodep.cli via cli_pmeas,no,none,integer,1,9999,1,yes
508,CLIMATE,atmodep.cli,atmodep,istep,istep,delimited,34,34,atmodep,istep,istep parameter from atmodep.cli via cli_pmeas,no,none,string,0,999,default,yes
509,CLIMATE,atmodep.cli,atmodep,pcp%ts,pcp%ts,delimited,35,35,atmodep,"pcp(i)%ts(istep,iyrs)",pcp%ts parameter from atmodep.cli via cli_pmeas,no,mm,real,0,999,0,yes
510,CLIMATE,atmodep.cli,atmodep,pcp_n,pcp_n,delimited,36,36,atmodep,pcp_n(i),pcp_n parameter from atmodep.cli via cli_pmeas,no,mm,real,0,999,0,yes
511,CLIMATE,atmodep.cli,atmodep,pcp%filename,pcp%filename,delimited,37,37,atmodep,pcp(i)%filename,pcp%filename parameter from atmodep.cli via cli_pmeas,no,m,real,0,999,0,yes
512,HRU,hru.con,hru,cs_soil_ini%name,cs_soil_ini%name,delimited,1,1,hru,cs_soil_ini(ics)%name,cs_soil_ini%name parameter from hru.con via cs_hru_read,no,none,string,0,999,default,yes
513,HRU,hru.con,hru,cs_soil_ini%soil,cs_soil_ini%soil,delimited,2,2,hru,cs_soil_ini(ics)%soil,cs_soil_ini%soil parameter from hru.con via cs_hru_read,no,none,string,0,999,default,yes
514,HRU,hru.con,hru,cs_soil_ini%plt,cs_soil_ini%plt,delimited,3,3,hru,cs_soil_ini(ics)%plt,cs_soil_ini%plt parameter from hru.con via cs_hru_read,no,none,string,0,999,default,yes
515,HRU,hru.con,hru,salt_soil_ini%name,salt_soil_ini%name,delimited,4,4,hru,salt_soil_ini(isalti)%name,salt_soil_ini%name parameter from hru.con via salt_hru_read,no,none,string,0,999,default,yes
516,HRU,hru.con,hru,salt_soil_ini%soil,salt_soil_ini%soil,delimited,5,5,hru,salt_soil_ini(isalti)%soil,salt_soil_ini%soil parameter from hru.con via salt_hru_read,no,none,string,0,999,default,yes
517,HRU,hru.con,hru,salt_soil_ini%plt,salt_soil_ini%plt,delimited,6,6,hru,salt_soil_ini(isalti)%plt,salt_soil_ini%plt parameter from hru.con via salt_hru_read,no,none,string,0,999,default,yes
518,RESERVOIR,hru.con,hru,res_dat_c,res_dat_c,delimited,7,7,hru,res_dat_c(ires),res_dat_c parameter from hru.con via res_read,no,none,string,0,999,default,yes
519,AQUIFER,hru.con,hru,aqudb,aqudb,delimited,8,8,hru,aqudb(i),aqudb parameter from hru.con via aqu_read,no,none,string,0,999,default,yes
520,GENERAL,hru.con,hru,grid_nrow,grid_nrow,delimited,9,9,hru,grid_nrow,grid_nrow parameter from hru.con via gwflow_read,no,none,integer,1,9999,1,yes
521,GENERAL,hru.con,hru,grid_ncol,grid_ncol,delimited,10,10,hru,grid_ncol,grid_ncol parameter from hru.con via gwflow_read,no,none,integer,1,9999,1,yes
522,GENERAL,hru.con,hru,gwflag_day,gwflag_day,delimited,11,11,hru,gwflag_day,gwflag_day parameter from hru.con via gwflow_read,no,none,integer,1,9999,1,yes
523,GENERAL,hru.con,hru,gwflag_yr,gwflag_yr,delimited,12,12,hru,gwflag_yr,gwflag_yr parameter from hru.con via gwflow_read,no,none,integer,1,9999,1,yes
524,GENERAL,hru.con,hru,gwflag_aa,gwflag_aa,delimited,13,13,hru,gwflag_aa,gwflag_aa parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
525,GENERAL,hru.con,hru,dum,dum,delimited,14,14,hru,dum,dum parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
526,GENERAL,hru.con,hru,zones_aquK,zones_aquK,delimited,15,15,hru,zones_aquK(i),zones_aquK parameter from hru.con via gwflow_read,no,mm/hr,string,0,999,default,yes
527,GENERAL,hru.con,hru,dum,dum,delimited,16,16,hru,dum,dum parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
528,GENERAL,hru.con,hru,zones_aquSy,zones_aquSy,delimited,17,17,hru,zones_aquSy(i),zones_aquSy parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
529,GENERAL,hru.con,hru,dum,dum,delimited,18,18,hru,dum,dum parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
530,GENERAL,hru.con,hru,zones_strK,zones_strK,delimited,19,19,hru,zones_strK(i),zones_strK parameter from hru.con via gwflow_read,no,mm/hr,string,0,999,default,yes
531,GENERAL,hru.con,hru,dum,dum,delimited,20,20,hru,dum,dum parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
532,GENERAL,hru.con,hru,zones_strbed,zones_strbed,delimited,21,21,hru,zones_strbed(i),zones_strbed parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
533,GENERAL,hru.con,hru,",j=1,grid_ncol),i=1,grid_nrow",",j=1,grid_ncol),i=1,grid_nrow",delimited,22,22,hru,"(grid_status(i,j),j=1,grid_ncol),i=1,grid_nrow",",j=1,grid_ncol),i=1,grid_nrow parameter from hru.con via gwflow_read",no,none,integer,1,9999,1,yes
534,GENERAL,hru.con,hru,",j=1,grid_ncol),i=1,grid_nrow",",j=1,grid_ncol),i=1,grid_nrow",delimited,23,23,hru,"(grid_val(i,j),j=1,grid_ncol),i=1,grid_nrow",",j=1,grid_ncol),i=1,grid_nrow parameter from hru.con via gwflow_read",no,none,integer,1,9999,1,yes
535,GENERAL,hru.con,hru,",j=1,grid_ncol),i=1,grid_nrow",",j=1,grid_ncol),i=1,grid_nrow",delimited,24,24,hru,"(grid_int(i,j),j=1,grid_ncol),i=1,grid_nrow",",j=1,grid_ncol),i=1,grid_nrow parameter from hru.con via gwflow_read",no,none,integer,1,9999,1,yes
536,GENERAL,hru.con,hru,dum1,dum1,delimited,25,25,hru,dum1,dum1 parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
537,GENERAL,hru.con,hru,gw_state%stat,gw_state%stat,delimited,26,26,hru,gw_state(i)%stat,gw_state%stat parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
538,GENERAL,hru.con,hru,gw_state%elev,gw_state%elev,delimited,27,27,hru,gw_state(i)%elev,gw_state%elev parameter from hru.con via gwflow_read,no,m,real,0,999,0,yes
539,GENERAL,hru.con,hru,gw_state%thck,gw_state%thck,delimited,28,28,hru,gw_state(i)%thck,gw_state%thck parameter from hru.con via gwflow_read,no,mm/hr,string,0,999,default,yes
540,GENERAL,hru.con,hru,K_zone,K_zone,delimited,29,29,hru,K_zone,K_zone parameter from hru.con via gwflow_read,no,mm/hr,string,0,999,default,yes
541,GENERAL,hru.con,hru,Sy_zone,Sy_zone,delimited,30,30,hru,Sy_zone,Sy_zone parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
542,GENERAL,hru.con,hru,delay,delay,delimited,31,31,hru,delay(i),delay parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
543,GENERAL,hru.con,hru,gw_state%exdp,gw_state%exdp,delimited,32,32,hru,gw_state(i)%exdp,gw_state%exdp parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
544,GENERAL,hru.con,hru,gw_state%init,gw_state%init,delimited,33,33,hru,gw_state(i)%init,gw_state%init parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
545,GENERAL,hru.con,hru,gw_state%xcrd,gw_state%xcrd,delimited,34,34,hru,gw_state(i)%xcrd,gw_state%xcrd parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
546,GENERAL,hru.con,hru,gw_state%ycrd,gw_state%ycrd,delimited,35,35,hru,gw_state(i)%ycrd,gw_state%ycrd parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
547,GENERAL,hru.con,hru,gw_state%area,gw_state%area,delimited,36,36,hru,gw_state(i)%area,gw_state%area parameter from hru.con via gwflow_read,no,ha,real,0.01,100000,1,yes
548,GENERAL,hru.con,hru,gw_state%ncon,gw_state%ncon,delimited,37,37,hru,gw_state(i)%ncon,gw_state%ncon parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
549,GENERAL,hru.con,hru,dum1,dum1,delimited,38,38,hru,dum1,dum1 parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
550,GENERAL,hru.con,hru,gw_state%stat,gw_state%stat,delimited,39,39,hru,gw_state(i)%stat,gw_state%stat parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
551,GENERAL,hru.con,hru,gw_state%elev,gw_state%elev,delimited,40,40,hru,gw_state(i)%elev,gw_state%elev parameter from hru.con via gwflow_read,no,m,real,0,999,0,yes
552,GENERAL,hru.con,hru,gw_state%thck,gw_state%thck,delimited,41,41,hru,gw_state(i)%thck,gw_state%thck parameter from hru.con via gwflow_read,no,mm/hr,string,0,999,default,yes
553,GENERAL,hru.con,hru,K_zone,K_zone,delimited,42,42,hru,K_zone,K_zone parameter from hru.con via gwflow_read,no,mm/hr,string,0,999,default,yes
554,GENERAL,hru.con,hru,Sy_zone,Sy_zone,delimited,43,43,hru,Sy_zone,Sy_zone parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
555,GENERAL,hru.con,hru,delay,delay,delimited,44,44,hru,delay(i),delay parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
556,GENERAL,hru.con,hru,gw_state%exdp,gw_state%exdp,delimited,45,45,hru,gw_state(i)%exdp,gw_state%exdp parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
557,GENERAL,hru.con,hru,gw_state%init,gw_state%init,delimited,46,46,hru,gw_state(i)%init,gw_state%init parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
558,GENERAL,hru.con,hru,gw_state%xcrd,gw_state%xcrd,delimited,47,47,hru,gw_state(i)%xcrd,gw_state%xcrd parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
559,GENERAL,hru.con,hru,gw_state%ycrd,gw_state%ycrd,delimited,48,48,hru,gw_state(i)%ycrd,gw_state%ycrd parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
560,GENERAL,hru.con,hru,gw_state%area,gw_state%area,delimited,49,49,hru,gw_state(i)%area,gw_state%area parameter from hru.con via gwflow_read,no,ha,real,0.01,100000,1,yes
561,GENERAL,hru.con,hru,gw_state%ncon,gw_state%ncon,delimited,50,50,hru,gw_state(i)%ncon,gw_state%ncon parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
562,GENERAL,hru.con,hru,"cell_con%cell_id,j=1,gw_state%ncon","cell_con%cell_id,j=1,gw_state%ncon",delimited,51,51,hru,"cell_con(i)%cell_id(j),j=1,gw_state(i)%ncon","cell_con%cell_id,j=1,gw_state%ncon parameter from hru.con via gwflow_read",no,none,integer,1,9999,1,yes
563,GENERAL,hru.con,hru,gw_output_yr,gw_output_yr,delimited,52,52,hru,gw_output_yr(i),gw_output_yr parameter from hru.con via gwflow_read,no,none,integer,1,9999,1,yes
564,GENERAL,hru.con,hru,gw_output_day,gw_output_day,delimited,53,53,hru,gw_output_day(i),gw_output_day parameter from hru.con via gwflow_read,no,none,integer,1,9999,1,yes
565,GENERAL,hru.con,hru,gw_obs_cells,gw_obs_cells,delimited,54,54,hru,gw_obs_cells(k),gw_obs_cells parameter from hru.con via gwflow_read,no,none,string,0,999,default,yes
566,GENERAL,hru.con,hru,usgs_id,usgs_id,delimited,55,55,hru,usgs_id(k),usgs_id parameter from hru.con via gwflow_read,no,none,integer,1,9999,1,yes
