input_file,line_in_file,position_in_file,component,old_row,new_row
gwflow.tiles,1,1,header,"{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=13)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'header'}","{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=13)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'header'}"
gwflow.tiles,10,1,header,"{'Line in File': '10', 'Position in File': '1', 'Condition': 'if (gw_tile_group_flag.eq.1)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=13)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'header'}","{'Line in File': '10', 'Position in File': '1', 'Condition': 'if (gw_tile_group_flag == 1)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=13)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'header'}"
gwflow.tiles,2,1,gw_tile_depth,"{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'gw_tile_depth', 'Type': 'real', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'gw_tile_depth'}","{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'gw_tile_depth', 'Type': 'real', 'Dimensions': '-', 'Default': '0.', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'gw_tile_depth'}"
gwflow.tiles,3,1,gw_tile_drain_area,"{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'gw_tile_drain_area', 'Type': 'real', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'gw_tile_drain_area'}","{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'gw_tile_drain_area', 'Type': 'real', 'Dimensions': '-', 'Default': '0.', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'gw_tile_drain_area'}"
gwflow.tiles,4,1,gw_tile_K,"{'Line in File': '4', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'gw_tile_K', 'Type': 'real', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'gw_tile_K'}","{'Line in File': '4', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'gw_tile_K', 'Type': 'real', 'Dimensions': '-', 'Default': '0.', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'gw_tile_K'}"
gwflow.tiles,5,1,gw_tile_group_flag,"{'Line in File': '5', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'gw_tile_group_flag', 'Type': 'integer', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'gw_tile_group_flag'}","{'Line in File': '5', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'gw_tile_group_flag', 'Type': 'integer', 'Dimensions': '-', 'Default': '0', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'gw_tile_group_flag'}"
gwflow.tiles,6,1,gw_tile_num_group,"{'Line in File': '6', 'Position in File': '1', 'Condition': 'if (gw_tile_group_flag.eq.1)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'gw_tile_num_group', 'Type': 'integer', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'gw_tile_num_group'}","{'Line in File': '6', 'Position in File': '1', 'Condition': 'if (gw_tile_group_flag == 1)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'gw_tile_num_group', 'Type': 'integer', 'Dimensions': '-', 'Default': '0', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'gw_tile_num_group'}"
gwflow.tiles,8,1,num_tile_cells(i),"{'Line in File': '8', 'Position in File': '1', 'Condition': 'if (gw_tile_group_flag.eq.1)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'num_tile_cells(i)', 'Type': 'integer', 'Dimensions': 'dimension (50)', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'num_tile_cells'}","{'Line in File': '8', 'Position in File': '1', 'Condition': 'if (gw_tile_group_flag == 1)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'num_tile_cells(i)', 'Type': 'integer', 'Dimensions': 'dimension (50)', 'Default': '0', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'num_tile_cells'}"
gwflow.tiles,9,1,"gw_tile_groups(i,j)","{'Line in File': '9', 'Position in File': '1', 'Condition': 'if (gw_tile_group_flag.eq.1)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'gw_tile_groups(i,j)', 'Type': 'integer', 'Dimensions': 'allocatable', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'gw_tile_groups'}","{'Line in File': '9', 'Position in File': '1', 'Condition': 'if (gw_tile_group_flag == 1)', 'Local (Y/N)': 'N', 'TYPE': '-', 'Component': 'gw_tile_groups(i,j)', 'Type': 'integer', 'Dimensions': 'allocatable', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'gw_tile_groups'}"
gwflow.wetland,1,1,header,"{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
gwflow.wetland,2,1,header,"{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
gwflow.wetland,3,1,header,"{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
gwflow.wetland,4,1,header,"{'Line in File': '4', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '4', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
gwflow.wetland,5,1,header,"{'Line in File': '5', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '5', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
gwflow.wetland,6,1,dum1,"{'Line in File': '6', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'dum1', 'Type': 'integer', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '6', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'dum1', 'Type': 'integer', 'Dimensions': '-', 'Default': '0', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
harv.ops,1,1,titldum,"{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
harv.ops,2,1,header,"{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
harv.ops,3,1,name,"{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'harvest_operation', 'Component': 'name', 'Type': 'character(len=40)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'in_ops'}","{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'harvest_operation', 'Component': 'name', 'Type': 'character(len=40)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'in_ops'}"
harv.ops,3,2,typ,"{'Line in File': '3', 'Position in File': '2', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'harvest_operation', 'Component': 'typ', 'Type': 'character(len=40)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'in_ops'}","{'Line in File': '3', 'Position in File': '2', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'harvest_operation', 'Component': 'typ', 'Type': 'character(len=40)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'in_ops'}"
hmd(i)%filename,1,1,titldum,"{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hmd(i)%filename,2,1,header,"{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hmd(i)%filename,3,1,nbyr,"{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'hmd', 'Component': 'nbyr', 'Type': 'integer', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': 'number of years of daily rainfall', 'Swat_codetype': 'hmd'}","{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'hmd', 'Component': 'nbyr', 'Type': 'integer', 'Dimensions': '-', 'Default': '0', 'Units': 'N/A', 'Description': 'number of years of daily rainfall', 'Swat_codetype': 'hmd'}"
hmd(i)%filename,3,2,tstep,"{'Line in File': '3', 'Position in File': '2', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'hmd', 'Component': 'tstep', 'Type': 'integer', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': 'timestep of precipitation', 'Swat_codetype': 'hmd'}","{'Line in File': '3', 'Position in File': '2', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'hmd', 'Component': 'tstep', 'Type': 'integer', 'Dimensions': '-', 'Default': '0', 'Units': 'N/A', 'Description': 'timestep of precipitation', 'Swat_codetype': 'hmd'}"
hmd(i)%filename,3,3,lat,"{'Line in File': '3', 'Position in File': '3', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'hmd', 'Component': 'lat', 'Type': 'real', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': 'latitude of raingage', 'Swat_codetype': 'hmd'}","{'Line in File': '3', 'Position in File': '3', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'hmd', 'Component': 'lat', 'Type': 'real', 'Dimensions': '-', 'Default': '0.', 'Units': 'N/A', 'Description': 'latitude of raingage', 'Swat_codetype': 'hmd'}"
hmd(i)%filename,3,4,long,"{'Line in File': '3', 'Position in File': '4', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'hmd', 'Component': 'long', 'Type': 'real', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': 'longitude of raingage', 'Swat_codetype': 'hmd'}","{'Line in File': '3', 'Position in File': '4', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'hmd', 'Component': 'long', 'Type': 'real', 'Dimensions': '-', 'Default': '0.', 'Units': 'N/A', 'Description': 'longitude of raingage', 'Swat_codetype': 'hmd'}"
hmd(i)%filename,3,5,elev,"{'Line in File': '3', 'Position in File': '5', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'hmd', 'Component': 'elev', 'Type': 'real', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': 'elevation of raingage', 'Swat_codetype': 'hmd'}","{'Line in File': '3', 'Position in File': '5', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'hmd', 'Component': 'elev', 'Type': 'real', 'Dimensions': '-', 'Default': '0.', 'Units': 'N/A', 'Description': 'elevation of raingage', 'Swat_codetype': 'hmd'}"
hmd(i)%filename,4,1,iyr,"{'Line in File': '4', 'Position in File': '1', 'Condition': 'if (iyr > time%yrc)', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'iyr', 'Type': 'integer', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '4', 'Position in File': '1', 'Condition': 'if (iyr > time%yrc)', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'iyr', 'Type': 'integer', 'Dimensions': '-', 'Default': '0', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hmd(i)%filename,4,2,istep,"{'Line in File': '4', 'Position in File': '2', 'Condition': 'if (iyr > time%yrc)', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'istep', 'Type': 'integer', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '4', 'Position in File': '2', 'Condition': 'if (iyr > time%yrc)', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'istep', 'Type': 'integer', 'Dimensions': '-', 'Default': '0', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hmd(i)%filename,5,1,iyr,"{'Line in File': '5', 'Position in File': '1', 'Condition': 'if (istep == 365 .or. istep == 366)', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'iyr', 'Type': 'integer', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '5', 'Position in File': '1', 'Condition': 'if (istep == 365 .or. istep == 366)', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'iyr', 'Type': 'integer', 'Dimensions': '-', 'Default': '0', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hmd(i)%filename,5,2,istep,"{'Line in File': '5', 'Position in File': '2', 'Condition': 'if (istep == 365 .or. istep == 366)', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'istep', 'Type': 'integer', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '5', 'Position in File': '2', 'Condition': 'if (istep == 365 .or. istep == 366)', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'istep', 'Type': 'integer', 'Dimensions': '-', 'Default': '0', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hmd.cli,1,1,titldum,"{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hmd.cli,2,1,header,"{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hmd.cli,3,1,filename,"{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'hmd', 'Component': 'filename', 'Type': 'character(len=50)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'in_cli'}","{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'hmd', 'Component': 'filename', 'Type': 'character(len=50)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'in_cli'}"
hmet_hru.ini,1,1,titldum,"{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hmet_hru.ini,2,1,header,"{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hmet_hru.ini,3,1,name,"{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'hmet_soil_ini', 'Component': 'name', 'Type': 'character(len=16)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': 'name of the constituent - points to constituent database', 'Swat_codetype': 'in_init'}","{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'N', 'TYPE': 'hmet_soil_ini', 'Component': 'name', 'Type': 'character(len=16)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': 'name of the constituent - points to constituent database', 'Swat_codetype': 'in_init'}"
hmet_hru.ini,4,1,titldum,"{'Line in File': '4', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '4', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hmet_hru.ini,5,1,titldum,"{'Line in File': '5', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '5', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hru-data.hru,1,1,titldum,"{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hru-data.hru,2,1,header,"{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hru-data.hru,3,1,k,"{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'k', 'Type': 'integer', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '3', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'k', 'Type': 'integer', 'Dimensions': '-', 'Default': '0', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hru-lte.con,1,1,titldum,"{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '1', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'titldum', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hru-lte.con,2,1,header,"{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}","{'Line in File': '2', 'Position in File': '1', 'Condition': '-', 'Local (Y/N)': 'Y', 'TYPE': '-', 'Component': 'header', 'Type': 'character(len=80)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': '-'}"
hru-lte.con,3,10,constit,"{'Line in File': '3', 'Position in File': '10', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'constit', 'Type': 'integer', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'ob'}","{'Line in File': '3', 'Position in File': '10', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'constit', 'Type': 'integer', 'Dimensions': '-', 'Default': '0', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'ob'}"
hru-lte.con,3,11,props2,"{'Line in File': '3', 'Position in File': '11', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'props2', 'Type': 'integer', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'ob'}","{'Line in File': '3', 'Position in File': '11', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'props2', 'Type': 'integer', 'Dimensions': '-', 'Default': '0', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'ob'}"
hru-lte.con,3,12,ruleset,"{'Line in File': '3', 'Position in File': '12', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'ruleset', 'Type': 'character(len=16)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'ob'}","{'Line in File': '3', 'Position in File': '12', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'ruleset', 'Type': 'character(len=16)', 'Dimensions': '-', 'Default': '""""', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'ob'}"
hru-lte.con,3,3,gis_id,"{'Line in File': '3', 'Position in File': '3', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'gis_id', 'Type': 'integer(kind=8)', 'Dimensions': '-', 'Default': '-', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'ob'}","{'Line in File': '3', 'Position in File': '3', 'Condition': 'if (ncs > 0)', 'Local (Y/N)': 'N', 'TYPE': 'ob', 'Component': 'gis_id', 'Type': 'integer(kind=8)', 'Dimensions': '-', 'Default': '0', 'Units': 'N/A', 'Description': '-', 'Swat_codetype': 'ob'}"
