Variable,Classification,SWAT_File,Text_File_Structure,Line,Code,Data_Type,Units,Default,Min_Value,Max_Value,Description,Source_Procedure,Original_Name
ch_dat_c,CONNECT,delratio.con,delratio.con,746,R,char,,,,,Parameter from delratio.con via ch_read,ch_read,ch_dat_c(ichi)
res_dat_c,CONNECT,delratio.con,delratio.con,747,R,char,,,,,Parameter from delratio.con via res_read,res_read,res_dat_c(ires)
aqudb,CONNECT,delratio.con,delratio.con,748,R,char,,,,,Parameter from delratio.con via aqu_read,aqu_read,aqudb(i)
jday,CONNECT,delratio.con,delratio.con,749,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,jday
mo,CONNECT,delratio.con,delratio.con,750,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,mo
day_mo,CONNECT,delratio.con,delratio.con,751,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,day_mo
iyr,CONNECT,delratio.con,delratio.con,752,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,iyr
jday1,CONNECT,delratio.con,delratio.con,753,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,jday1
mo1,CONNECT,delratio.con,delratio.con,754,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,mo1
day_mo,CONNECT,delratio.con,delratio.con,755,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,day_mo
iyr,CONNECT,delratio.con,delratio.con,756,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,iyr
jday,CONNECT,delratio.con,delratio.con,757,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,jday
mo,CONNECT,delratio.con,delratio.con,758,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,mo
day_mo,CONNECT,delratio.con,delratio.con,759,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,day_mo
iyr,CONNECT,delratio.con,delratio.con,760,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,iyr
ob_typ,CONNECT,delratio.con,delratio.con,761,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,ob_typ
ob_name,CONNECT,delratio.con,delratio.con,762,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,ob_name
recall,CONNECT,delratio.con,delratio.con,763,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,"recall(i)%hd(jday1,iyrs)"
jday,CONNECT,delratio.con,delratio.con,764,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,jday
mo,CONNECT,delratio.con,delratio.con,765,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,mo
day_mo,CONNECT,delratio.con,delratio.con,766,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,day_mo
iyr,CONNECT,delratio.con,delratio.con,767,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,iyr
ob_typ,CONNECT,delratio.con,delratio.con,768,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,ob_typ
ob_name,CONNECT,delratio.con,delratio.con,769,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,ob_name
recall,CONNECT,delratio.con,delratio.con,770,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,"recall(i)%hd(mo1,iyrs)"
jday,CONNECT,delratio.con,delratio.con,771,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,jday
mo,CONNECT,delratio.con,delratio.con,772,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,mo
day_mo,CONNECT,delratio.con,delratio.con,773,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,day_mo
iyr,CONNECT,delratio.con,delratio.con,774,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,iyr
ob_typ,CONNECT,delratio.con,delratio.con,775,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,ob_typ
ob_name,CONNECT,delratio.con,delratio.con,776,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,ob_name
ht1,CONNECT,delratio.con,delratio.con,777,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,ht1
iyr,CONNECT,delratio.con,delratio.con,778,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,iyr
istep,CONNECT,delratio.con,delratio.con,779,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,istep
iyr,CONNECT,delratio.con,delratio.con,780,R,int,,,,,Parameter from delratio.con via recall_read,recall_read,iyr
istep,CONNECT,delratio.con,delratio.con,781,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,istep
recall,CONNECT,delratio.con,delratio.con,782,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,"recall(i)%hd(istep,iyrs)"
recall,CONNECT,delratio.con,delratio.con,783,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,recall(i)%name
recall,CONNECT,delratio.con,delratio.con,784,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,recall(i)%typ
recall,CONNECT,delratio.con,delratio.con,785,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,recall(i)%filename
rec_pest,CONNECT,delratio.con,delratio.con,786,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,rec_pest(i)%name
rec_pest,CONNECT,delratio.con,delratio.con,787,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,rec_pest(i)%typ
rec_pest,CONNECT,delratio.con,delratio.con,788,R,char,,,,,Parameter from delratio.con via recall_read,recall_read,rec_pest(i)%filename
dr_om,GENERAL,delratio.del,delratio.del,789,R,char,,,,,Parameter from delratio.del via dr_read,dr_read,"dr_om(i,ii)"
dr_om,GENERAL,dr_hmet.del,dr_hmet.del,790,R,char,,,,,Parameter from dr_hmet.del via dr_read,dr_read,"dr_om(i,ii)"
dr_hmet_name,GENERAL,dr_hmet.del,dr_hmet.del,791,R,char,,,,,Parameter from dr_hmet.del via dr_read_hmet,dr_read_hmet,dr_hmet_name(ii)
dr_hmet,GENERAL,dr_hmet.del,dr_hmet.del,792,R,char,,,,,Parameter from dr_hmet.del via dr_read_hmet,dr_read_hmet,"dr_hmet(ii)%hmet(ihmet), ihmet = 1, cs_db%num_metals"
dr_om,GENERAL,dr_om.del,dr_om.del,793,R,char,,,,,Parameter from dr_om.del via dr_read,dr_read,"dr_om(i,ii)"
dr_om_name,GENERAL,dr_om.del,dr_om.del,794,R,char,,,,,Parameter from dr_om.del via dr_read_om,dr_read_om,dr_om_name(ii)
dr,GENERAL,dr_om.del,dr_om.del,795,R,char,,,,,Parameter from dr_om.del via dr_read_om,dr_read_om,dr(ii)
dr_path_name,GENERAL,dr_path.del,dr_path.del,796,R,char,,,,,Parameter from dr_path.del via dr_path_read,dr_path_read,dr_path_name(ii)
dr_path,GENERAL,dr_path.del,dr_path.del,797,R,char,,,,,Parameter from dr_path.del via dr_path_read,dr_path_read,"dr_path(ii)%path(ipath), ipath = 1, cs_db%num_paths"
dr_om,GENERAL,dr_path.del,dr_path.del,798,R,char,,,,,Parameter from dr_path.del via dr_read,dr_read,"dr_om(i,ii)"
dr_om,PESTICIDE,dr_pest.del,dr_pest.del,799,R,char,,,,,Parameter from dr_pest.del via dr_read,dr_read,"dr_om(i,ii)"
dr_pest_name,PESTICIDE,dr_pest.del,dr_pest.del,800,R,char,,,,,Parameter from dr_pest.del via dr_read_pest,dr_read_pest,dr_pest_name(ii)
dr_pest,PESTICIDE,dr_pest.del,dr_pest.del,801,R,char,,,,,Parameter from dr_pest.del via dr_read_pest,dr_read_pest,"dr_pest(ii)%pest(ipest), ipest = 1, cs_db%num_pests"
dr_om,SALT,dr_salt.del,dr_salt.del,802,R,char,,,,,Parameter from dr_salt.del via dr_read,dr_read,"dr_om(i,ii)"
dr_salt_name,SALT,dr_salt.del,dr_salt.del,803,R,char,,,,,Parameter from dr_salt.del via dr_read_salt,dr_read_salt,dr_salt_name(ii)
dr_salt,SALT,dr_salt.del,dr_salt.del,804,R,char,,,,,Parameter from dr_salt.del via dr_read_salt,dr_read_salt,"dr_salt(ii)%salt(isalt), isalt = 1, cs_db%num_salts"
exco_path_name,CONNECT,exco.con,exco.con,805,R,char,,,,,Parameter from exco.con via exco_read_path,exco_read_path,exco_path_name(ii)
exco_path,CONNECT,exco.con,exco.con,806,R,char,,,,,Parameter from exco.con via exco_read_path,exco_read_path,"exco_path(ii)%path(ipath), ipath = 1, cs_db%num_paths"
namedum,CONNECT,exco.con,exco.con,807,R,char,,,,,Parameter from exco.con via exco_read,exco_read,namedum
exco,CONNECT,exco.con,exco.con,808,R,char,,,,,Parameter from exco.con via exco_read,exco_read,exco(ii)
exco_om_name,CONNECT,exco.con,exco.con,809,R,char,,,,,Parameter from exco.con via exco_read_om,exco_read_om,exco_om_name(ii)
exco,CONNECT,exco.con,exco.con,810,R,char,,,,,Parameter from exco.con via exco_read_om,exco_read_om,exco(ii)
exco_hmet_name,CONNECT,exco.con,exco.con,811,R,char,,,,,Parameter from exco.con via exco_read_hmet,exco_read_hmet,exco_hmet_name(ii)
exco_hmet,CONNECT,exco.con,exco.con,812,R,char,,,,,Parameter from exco.con via exco_read_hmet,exco_read_hmet,"exco_hmet(ii)%hmet(ihmet), ihmet = 1, cs_db%num_metals"
exco_pest_name,CONNECT,exco.con,exco.con,813,R,char,,,,,Parameter from exco.con via exco_read_pest,exco_read_pest,exco_pest_name(ii)
exco_pest,CONNECT,exco.con,exco.con,814,R,char,,,,,Parameter from exco.con via exco_read_pest,exco_read_pest,"exco_pest(ii)%pest(ipest), ipest = 1, cs_db%num_pests"
exco_salt_name,CONNECT,exco.con,exco.con,815,R,char,,,,,Parameter from exco.con via exco_read_salt,exco_read_salt,exco_salt_name(ii)
exco_salt,CONNECT,exco.con,exco.con,816,R,char,,,,,Parameter from exco.con via exco_read_salt,exco_read_salt,"exco_salt(ii)%salt(isalt), isalt = 1, cs_db%num_salts"
exco_db,CONNECT,exco.con,exco.con,817,R,char,,,,,Parameter from exco.con via exco_db_read,exco_db_read,exco_db(ii)
hru_db,CONNECT,exco.con,exco.con,818,R,char,,,,,Parameter from exco.con via hru_read,hru_read,hru_db(i)%dbsc
ch_dat_c,CONNECT,exco.con,exco.con,819,R,char,,,,,Parameter from exco.con via ch_read,ch_read,ch_dat_c(ichi)
res_dat_c,CONNECT,exco.con,exco.con,820,R,char,,,,,Parameter from exco.con via res_read,res_read,res_dat_c(ires)
aqudb,CONNECT,exco.con,exco.con,821,R,char,,,,,Parameter from exco.con via aqu_read,aqu_read,aqudb(i)
jday,CONNECT,exco.con,exco.con,822,R,int,,,,,Parameter from exco.con via recall_read,recall_read,jday
mo,CONNECT,exco.con,exco.con,823,R,char,,,,,Parameter from exco.con via recall_read,recall_read,mo
day_mo,CONNECT,exco.con,exco.con,824,R,int,,,,,Parameter from exco.con via recall_read,recall_read,day_mo
iyr,CONNECT,exco.con,exco.con,825,R,int,,,,,Parameter from exco.con via recall_read,recall_read,iyr
jday1,CONNECT,exco.con,exco.con,826,R,int,,,,,Parameter from exco.con via recall_read,recall_read,jday1
mo1,CONNECT,exco.con,exco.con,827,R,char,,,,,Parameter from exco.con via recall_read,recall_read,mo1
day_mo,CONNECT,exco.con,exco.con,828,R,int,,,,,Parameter from exco.con via recall_read,recall_read,day_mo
iyr,CONNECT,exco.con,exco.con,829,R,int,,,,,Parameter from exco.con via recall_read,recall_read,iyr
jday,CONNECT,exco.con,exco.con,830,R,int,,,,,Parameter from exco.con via recall_read,recall_read,jday
mo,CONNECT,exco.con,exco.con,831,R,char,,,,,Parameter from exco.con via recall_read,recall_read,mo
day_mo,CONNECT,exco.con,exco.con,832,R,int,,,,,Parameter from exco.con via recall_read,recall_read,day_mo
iyr,CONNECT,exco.con,exco.con,833,R,int,,,,,Parameter from exco.con via recall_read,recall_read,iyr
ob_typ,CONNECT,exco.con,exco.con,834,R,char,,,,,Parameter from exco.con via recall_read,recall_read,ob_typ
ob_name,CONNECT,exco.con,exco.con,835,R,char,,,,,Parameter from exco.con via recall_read,recall_read,ob_name
recall,CONNECT,exco.con,exco.con,836,R,char,,,,,Parameter from exco.con via recall_read,recall_read,"recall(i)%hd(jday1,iyrs)"
jday,CONNECT,exco.con,exco.con,837,R,int,,,,,Parameter from exco.con via recall_read,recall_read,jday
mo,CONNECT,exco.con,exco.con,838,R,char,,,,,Parameter from exco.con via recall_read,recall_read,mo
day_mo,CONNECT,exco.con,exco.con,839,R,int,,,,,Parameter from exco.con via recall_read,recall_read,day_mo
iyr,CONNECT,exco.con,exco.con,840,R,int,,,,,Parameter from exco.con via recall_read,recall_read,iyr
ob_typ,CONNECT,exco.con,exco.con,841,R,char,,,,,Parameter from exco.con via recall_read,recall_read,ob_typ
ob_name,CONNECT,exco.con,exco.con,842,R,char,,,,,Parameter from exco.con via recall_read,recall_read,ob_name
recall,CONNECT,exco.con,exco.con,843,R,char,,,,,Parameter from exco.con via recall_read,recall_read,"recall(i)%hd(mo1,iyrs)"
jday,CONNECT,exco.con,exco.con,844,R,int,,,,,Parameter from exco.con via recall_read,recall_read,jday
mo,CONNECT,exco.con,exco.con,845,R,char,,,,,Parameter from exco.con via recall_read,recall_read,mo
day_mo,CONNECT,exco.con,exco.con,846,R,int,,,,,Parameter from exco.con via recall_read,recall_read,day_mo
iyr,CONNECT,exco.con,exco.con,847,R,int,,,,,Parameter from exco.con via recall_read,recall_read,iyr
ob_typ,CONNECT,exco.con,exco.con,848,R,char,,,,,Parameter from exco.con via recall_read,recall_read,ob_typ
ob_name,CONNECT,exco.con,exco.con,849,R,char,,,,,Parameter from exco.con via recall_read,recall_read,ob_name
ht1,CONNECT,exco.con,exco.con,850,R,char,,,,,Parameter from exco.con via recall_read,recall_read,ht1
iyr,CONNECT,exco.con,exco.con,851,R,int,,,,,Parameter from exco.con via recall_read,recall_read,iyr
istep,CONNECT,exco.con,exco.con,852,R,char,,,,,Parameter from exco.con via recall_read,recall_read,istep
iyr,CONNECT,exco.con,exco.con,853,R,int,,,,,Parameter from exco.con via recall_read,recall_read,iyr
istep,CONNECT,exco.con,exco.con,854,R,char,,,,,Parameter from exco.con via recall_read,recall_read,istep
recall,CONNECT,exco.con,exco.con,855,R,char,,,,,Parameter from exco.con via recall_read,recall_read,"recall(i)%hd(istep,iyrs)"
